% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
62 +3.133503373e+05 +3.133503373e+05 +3.133862373e+05 +3.133862373e+05 +7.1745e-01 -2.4669e-01 +1.1470e+00 +4.1856e-02 -5.0877e-01 -1.8921e+00 +8.1467e-01 -2.2618e+00 -2.6980e-01 -1.3432e-01 -2.2990e+00 +1.8357e+00 +1.2533e+00 +5.3376e-01 +3.7848e+00 -1.5325e+00 +1.3261e+00 +1.4935e+00 -1.5595e+00 -1.1759e+00
68 +3.084040222e+05 +3.084040222e+05 +3.084399222e+05 +3.084399222e+05 +1.9526e+00 +4.1469e-01 +1.2621e+00 +1.2069e+00 -9.7571e-01 -1.6053e+00 +1.4118e+00 -3.0030e+00 -3.2652e-01 -2.2062e-01 -3.3534e+00 +1.0437e+00 +1.5296e+00 +1.2358e+00 +2.9824e+00 +4.2294e-01 +9.7067e-01 +2.4721e+00 -1.8736e+00 -1.2142e+00
73 +2.968669175e+05 +2.968669175e+05 +2.969028175e+05 +2.969028175e+05 +1.9413e+00 +7.1606e-01 -1.1500e-01 +1.4561e+00 -1.9727e+00 -1.0605e+00 +2.0340e+00 -2.4373e+00 -1.2048e+00 +1.0611e-02 -3.6791e+00 +1.1938e+00 +1.8548e+00 +1.9946e+00 +2.3162e+00 +9.4001e-02 +1.2475e+00 +3.0580e+00 -1.9436e+00 -1.6333e+00
76 +2.888904852e+05 +2.888904852e+05 +2.889263852e+05 +2.889263852e+05 +2.1828e+00 -3.1311e-03 +1.4074e+00 +2.2314e+00 -4.9332e-01 -2.2180e+00 +2.1424e+00 -4.0747e+00 -1.0905e+00 -1.1844e+00 -3.1175e+00 +2.5454e-01 +1.6494e+00 +1.3279e+00 +3.2542e+00 -2.5127e-01 +1.8838e+00 +2.6421e+00 -2.3711e+00 -8.9113e-01
77 +2.775160061e+05 +2.775160061e+05 +2.775519061e+05 +2.775519061e+05 +2.3514e+00 +9.7306e-01 +1.6769e+00 +1.6448e+00 -7.9239e-01 -9.5224e-01 +1.0980e+00 -3.1164e+00 -8.8810e-01 -3.1181e-01 -2.2403e+00 +9.5229e-01 +8.2782e-01 +2.5091e+00 +2.4264e+00 +2.2818e-01 +1.6756e+00 +2.6648e+00 -1.5686e+00 -1.4195e+00
88 +2.106820863e+05 +2.106820863e+05 +2.107179863e+05 +2.107179863e+05 +2.5672e+00 +5.9572e-01 +1.7684e+00 +1.6188e+00 -8.0895e-01 -1.1948e+00 +2.2479e+00 -2.8662e+00 -7.7284e-01 +9.0152e-02 -2.8157e+00 -7.9525e-01 +7.4327e-01 +1.8377e+00 +1.6567e+00 -6.0827e-01 +2.6518e+00 +3.7129e+00 -1.3834e+00 -1.3083e+00
97 +1.846549210e+05 +1.846549210e+05 +1.846908210e+05 +1.846908210e+05 +2.1132e+00 +2.4049e-01 +1.6014e+00 +1.8989e+00 -1.6086e+00 -5.6468e-01 +1.8056e+00 -3.0828e+00 -3.6650e-01 +1.2709e-01 -2.4601e+00 -3.1209e-02 +4.8893e-01 +2.4436e+00 +1.4500e+00 -1.4916e+00 +3.1724e+00 +4.8694e+00 -8.7305e-01 -2.6142e-01
109 +1.819074646e+05 +1.819074646e+05 +1.819433646e+05 +1.819433646e+05 +1.5152e+00 -3.0586e-01 +1.0758e+00 +1.2719e+00 -2.2987e+00 -1.4538e+00 +1.7124e+00 -3.9962e+00 -8.5023e-02 -1.9345e-01 -1.6830e+00 -3.5484e-01 +9.0995e-01 +2.4333e+00 +1.5977e+00 -1.7793e+00 +3.1590e+00 +4.7795e+00 -1.2119e+00 -8.1574e-01
110 +1.327908036e+05 +1.327908036e+05 +1.328267036e+05 +1.328267036e+05 +1.7748e+00 +1.2043e+00 +6.8703e-01 +2.2964e+00 -1.2162e+00 -1.7167e+00 +2.1666e+00 -2.8528e+00 -3.0930e-01 -8.2030e-01 -2.7951e+00 -6.3155e-01 +5.1652e-01 +1.6207e+00 +1.4808e+00 -2.1441e+00 +2.7764e+00 +4.6366e+00 -1.5015e+00 +1.6071e-01
117 +1.070595502e+05 +1.070595502e+05 +1.070954502e+05 +1.070954502e+05 +2.1658e+00 +1.4313e+00 +1.5093e+00 +3.1200e+00 -1.7906e+00 -2.1195e+00 +2.7526e+00 -4.2463e+00 -2.4703e-01 -1.2568e+00 -2.7485e+00 -1.0904e+00 +7.3151e-01 +1.2895e+00 +2.4016e+00 -2.5501e+00 +2.6901e+00 +5.5884e+00 -2.2438e+00 +8.8028e-01
125 +9.015897897e+04 +9.015897897e+04 +9.019487897e+04 +9.019487897e+04 +2.6449e+00 +7.4543e-01 +2.4366e+00 +1.7642e+00 -1.4549e+00 -8.3446e-01 +2.4432e+00 -3.8357e+00 -2.3159e-01 -1.8381e+00 -2.4866e+00 -2.8416e-01 +1.2048e+00 +2.3670e+00 +2.6969e+00 -4.0223e+00 +1.5816e+00 +5.8529e+00 -1.3062e+00 +2.4133e-01
127 +6.888308112e+04 +6.888308112e+04 +6.891898112e+04 +6.891898112e+04 +2.3448e+00 +1.4751e+00 +1.1673e+00 +2.9691e+00 -1.7762e+00 -2.5933e+00 +2.2609e+00 -4.1477e+00 +6.0746e-01 -1.4409e+00 -2.8170e+00 -1.1278e+00 +1.5834e+00 +1.3722e+00 +2.3950e+00 -2.7682e+00 +2.5321e+00 +5.3156e+00 -2.1261e+00 -2.2464e-01
155 +6.385905197e+04 +6.385905197e+04 +6.389495197e+04 +6.389495197e+04 +1.6079e+00 +2.1880e+00 +2.4190e+00 +3.1707e+00 -2.6036e+00 -2.5013e+00 +3.4041e+00 -4.7273e+00 +1.0405e+00 -1.1006e+00 -2.0229e+00 -1.3473e+00 +2.0274e+00 +4.7852e-01 +2.1245e+00 -4.5832e+00 +3.1591e+00 +5.9242e+00 -2.4913e+00 +2.3653e-01
165 +6.216301596e+04 +6.216301596e+04 +6.219891596e+04 +6.219891596e+04 +2.9542e+00 +2.9104e+00 +2.6225e+00 +2.3164e+00 -2.3732e+00 -3.6312e+00 +1.8260e+00 -3.4066e+00 +4.3374e-01 -5.7199e-01 -2.5296e+00 -7.8120e-01 +3.0136e+00 +5.1426e-01 +2.1696e+00 -2.7732e+00 +2.1179e+00 +5.7016e+00 -1.6008e+00 +6.8517e-01
167 +5.557524499e+04 +5.557524499e+04 +5.561114499e+04 +5.561114499e+04 +3.1299e+00 +1.9039e+00 +2.3102e+00 +2.6794e+00 -2.6644e+00 -2.9762e+00 +1.3811e+00 -4.1337e+00 +1.2435e+00 -1.9999e+00 -2.1896e+00 -1.4845e+00 +2.4905e+00 +8.5154e-01 +2.4735e+00 -2.9671e+00 +3.2439e+00 +5.9678e+00 -2.2107e+00 +2.9105e-01
169 +3.301684875e+04 +3.301684875e+04 +3.305274875e+04 +3.305274875e+04 +3.3641e+00 +1.8192e+00 +2.2892e+00 +2.8558e+00 -1.6572e+00 -1.7196e+00 +1.5950e+00 -2.9849e+00 +1.0057e+00 -1.7852e+00 -3.3810e+00 -4.3303e-01 +1.5164e+00 -1.2013e-01 +2.1418e+00 -2.9534e+00 +3.4177e+00 +6.1510e+00 -2.3903e+00 -4.7848e-01
181 +2.467471649e+04 +2.467471649e+04 +2.471061649e+04 +2.471061649e+04 +2.3846e+00 +1.9294e+00 +2.2635e+00 +2.8586e+00 -1.1665e+00 -1.4261e+00 +7.8765e-01 -3.3584e+00 +5.3333e-01 -1.3046e+00 -2.7622e+00 -2.0029e-01 +5.0736e-01 -5.7618e-01 +1.4790e+00 -3.5453e+00 +2.4269e+00 +6.3429e+00 -1.8235e+00 -1.3877e+00
188 +9.574512686e+03 +9.574512686e+03 +9.610412686e+03 +9.610412686e+03 +2.5844e+00 +2.1083e+00 +2.7601e+00 +3.0650e+00 -1.5722e+00 -1.6060e+00 -2.7959e-01 -3.1451e+00 +2.6152e-01 -2.4728e+00 -2.9049e+00 +4.3038e-01 +5.4324e-01 -1.2109e+00 +1.9693e+00 -3.4324e+00 +2.1637e+00 +6.8251e+00 -1.7836e+00 -1.5513e+00
248 +6.890896306e+03 +6.890896306e+03 +6.926796306e+03 +6.926796306e+03 +1.9802e+00 +1.7826e+00 +4.0232e+00 +4.7072e+00 -1.3275e+00 -2.3441e+00 -4.0658e-01 -5.4239e+00 -1.2294e+00 -2.2840e+00 -4.9235e+00 +5.7385e-02 -5.1900e-01 -3.3486e+00 +1.2873e+00 -4.6534e+00 +2.7934e+00 +7.5003e+00 -2.1355e+00 -1.5998e+00
253 +3.896809691e+03 +3.896809691e+03 +3.932709691e+03 +3.932709691e+03 +2.2613e+00 +1.8484e+00 +3.3277e+00 +4.5343e+00 -1.4000e+00 -2.4921e+00 -4.1189e-01 -5.5676e+00 -1.4750e+00 -2.7968e+00 -4.3038e+00 +3.4413e-01 -3.1278e-01 -3.4484e+00 +7.7868e-01 -4.1999e+00 +3.0212e+00 +8.0044e+00 -1.8946e+00 -2.0474e+00
259 +3.481337608e+03 +3.481337608e+03 +3.517237608e+03 +3.517237608e+03 +1.8391e+00 +1.6790e+00 +3.4862e+00 +4.2769e+00 -1.5996e+00 -1.9763e+00 -3.7264e-01 -4.6230e+00 -1.4987e+00 -2.4682e+00 -3.8565e+00 +2.9344e-01 -6.4232e-01 -3.0474e+00 +1.5726e+00 -4.0613e+00 +1.9597e+00 +6.8760e+00 -1.3672e+00 -1.2129e+00
285 +2.028266215e+03 +2.028266215e+03 +2.064166215e+03 +2.064166215e+03 +1.7973e+00 +2.6213e+00 +4.8088e+00 +4.6608e+00 -2.2344e+00 -2.0157e+00 +5.3037e-01 -5.3429e+00 -1.5477e+00 -4.0635e+00 -3.7384e+00 +1.0739e+00 -4.4190e-01 -3.3544e+00 +1.3131e+00 -4.5930e+00 +1.7198e+00 +6.6272e+00 -1.0141e+00 -7.2152e-01
288 +2.132947513e+02 +2.132947513e+02 +2.491947513e+02 +2.491947513e+02 +2.2274e+00 +2.1167e+00 +5.2142e+00 +5.0249e+00 -2.2428e+00 -1.8437e+00 +3.9935e-01 -5.0892e+00 -9.6218e-01 -3.8459e+00 -4.0095e+00 +9.9359e-01 -5.6527e-01 -2.6517e+00 +1.6709e+00 -4.6091e+00 +1.7099e+00 +7.1487e+00 -1.4691e+00 -9.8691e-01
328 +2.083791591e+02 +2.083791591e+02 +2.442791591e+02 +2.442791591e+02 +1.6214e+00 +2.0000e+00 +5.1945e+00 +5.8463e+00 -2.4862e+00 -1.9385e+00 -2.8101e-01 -5.6112e+00 -8.3835e-01 -4.5083e+00 -4.1246e+00 -3.9536e-01 -1.5415e+00 -3.8783e+00 +2.2246e+00 -6.1682e+00 +9.3489e-01 +8.5057e+00 -1.5322e+00 -1.3126e+00
334 +1.988509112e+02 +1.988509112e+02 +2.347509112e+02 +2.347509112e+02 +2.3365e+00 +2.4246e+00 +5.0732e+00 +5.6880e+00 -2.6955e+00 -2.0170e+00 +2.5855e-02 -6.0869e+00 -1.0998e+00 -4.1643e+00 -4.1805e+00 +9.3055e-02 -1.4036e+00 -3.0606e+00 +1.8466e+00 -6.1154e+00 +1.1361e+00 +7.9628e+00 -1.3936e+00 -1.3292e+00
354 +1.806171623e+02 +1.806171623e+02 +2.165171623e+02 +2.165171623e+02 +2.0910e+00 +1.7873e+00 +5.0687e+00 +5.3747e+00 -2.5352e+00 -2.1759e+00 +1.7285e-01 -5.8912e+00 -1.1740e+00 -4.0914e+00 -4.6176e+00 +1.1779e-01 -1.1569e+00 -2.8086e+00 +1.8192e+00 -6.2592e+00 +1.0392e+00 +7.3483e+00 -8.7884e-01 -1.5662e+00
401 +1.674128157e+02 +1.674128157e+02 +2.033128157e+02 +2.033128157e+02 +2.3381e+00 +1.7315e+00 +5.7564e+00 +5.3323e+00 -3.0063e+00 -2.5290e+00 -6.3304e-01 -5.5922e+00 -1.5275e+00 -5.2033e+00 -5.0734e+00 +3.7017e-01 -1.3439e+00 -2.7338e+00 +1.5256e+00 -6.1464e+00 +9.5193e-01 +7.3669e+00 -1.1672e+00 -2.0936e+00
407 +1.615141149e+02 +1.615141149e+02 +1.974141149e+02 +1.974141149e+02 +2.3638e+00 +1.1973e+00 +5.4392e+00 +5.3433e+00 -2.8867e+00 -2.5517e+00 -7.5030e-01 -5.8141e+00 -9.8141e-01 -4.3230e+00 -4.7270e+00 -7.4194e-02 -1.4261e+00 -2.7457e+00 +1.7187e+00 -6.0763e+00 +1.0418e+00 +6.9273e+00 -1.4450e+00 -1.1433e+00
410 +1.579848656e+02 +1.579848656e+02 +1.938848656e+02 +1.938848656e+02 +2.4756e+00 +1.7857e+00 +5.1566e+00 +5.2779e+00 -2.7541e+00 -2.5752e+00 -1.2829e-01 -5.8709e+00 -1.4853e+00 -5.1421e+00 -4.7702e+00 +2.8638e-01 -1.2084e+00 -2.9687e+00 +1.8740e+00 -6.1023e+00 +1.1867e+00 +6.7539e+00 -5.7491e-01 -2.2521e+00
428 +1.197159132e+02 +1.197159132e+02 +1.556159132e+02 +1.556159132e+02 +2.5779e+00 +1.4231e+00 +5.5645e+00 +4.9907e+00 -2.3473e+00 -2.1133e+00 -6.2560e-02 -5.1634e+00 -1.0697e+00 -4.4317e+00 -4.7261e+00 -3.6201e-01 -1.6549e+00 -2.3316e+00 +1.5134e+00 -5.0312e+00 +1.2662e+00 +6.7023e+00 -8.5398e-01 -2.4737e+00
440 +1.128501057e+02 +1.128501057e+02 +1.487501057e+02 +1.487501057e+02 +2.1958e+00 +1.2403e+00 +5.1047e+00 +4.9938e+00 -2.5928e+00 -2.4169e+00 -2.7313e-01 -4.7435e+00 -1.1967e+00 -4.4626e+00 -4.3988e+00 -3.8143e-01 -1.7089e+00 -2.2484e+00 +1.8670e+00 -5.1181e+00 +1.6222e+00 +6.4034e+00 -9.7851e-01 -2.8085e+00
565 +1.110514683e+02 +1.110514683e+02 +1.469514683e+02 +1.469514683e+02 +2.1313e+00 +1.7086e+00 +4.8576e+00 +4.8779e+00 -1.8189e+00 -2.4695e+00 -1.6623e-01 -4.1722e+00 -1.2128e+00 -4.1995e+00 -4.0683e+00 -6.1412e-01 -1.0298e+00 -2.3480e+00 +1.2153e+00 -5.1214e+00 +1.4862e+00 +7.2912e+00 -1.4824e+00 -3.4191e+00
572 +1.088779399e+02 +1.088779399e+02 +1.447779399e+02 +1.447779399e+02 +2.2352e+00 +1.7031e+00 +4.4871e+00 +4.8808e+00 -1.9120e+00 -2.5516e+00 -3.1944e-01 -4.3028e+00 -1.1826e+00 -3.9302e+00 -4.0682e+00 -6.2854e-01 -1.0755e+00 -2.4136e+00 +1.1222e+00 -4.9770e+00 +1.6724e+00 +7.1414e+00 -1.6844e+00 -3.6242e+00
578 +1.039340417e+02 +1.039340417e+02 +1.398340417e+02 +1.398340417e+02 +1.9797e+00 +1.7400e+00 +4.8279e+00 +4.6492e+00 -1.7564e+00 -2.8107e+00 -5.6230e-02 -4.0210e+00 -1.1408e+00 -4.0394e+00 -3.9390e+00 -4.2758e-01 -1.0963e+00 -2.4542e+00 +1.2669e+00 -4.9474e+00 +1.4574e+00 +6.9667e+00 -1.4275e+00 -3.1456e+00
589 +9.966445343e+01 +9.966445343e+01 +1.355644534e+02 +1.355644534e+02 +1.9709e+00 +1.6551e+00 +4.8422e+00 +4.8041e+00 -1.6894e+00 -2.9759e+00 -1.3424e-01 -3.6985e+00 -1.1020e+00 -4.1216e+00 -4.0746e+00 -5.8344e-01 -1.2986e+00 -2.4401e+00 +1.0483e+00 -4.9115e+00 +1.4927e+00 +6.8873e+00 -1.6127e+00 -3.2436e+00
596 +9.629527565e+01 +9.629527565e+01 +1.321952756e+02 +1.321952756e+02 +2.0007e+00 +1.5312e+00 +4.8584e+00 +4.8665e+00 -1.6699e+00 -3.2212e+00 -2.3642e-01 -3.4223e+00 -8.3243e-01 -4.2426e+00 -3.9831e+00 -4.6362e-01 -1.3143e+00 -2.4204e+00 +1.0909e+00 -4.9039e+00 +1.6206e+00 +6.9099e+00 -1.6244e+00 -3.7810e+00
603 +9.480683747e+01 +9.480683747e+01 +1.307068375e+02 +1.307068375e+02 +2.1174e+00 +1.3469e+00 +4.6951e+00 +4.6049e+00 -1.9921e+00 -2.8795e+00 -7.7639e-04 -3.6674e+00 -7.5213e-01 -4.0800e+00 -3.9335e+00 -4.5054e-01 -1.3334e+00 -2.2092e+00 +8.2153e-01 -4.8258e+00 +1.8664e+00 +6.8039e+00 -1.4655e+00 -3.5582e+00
605 +8.630374125e+01 +8.630374125e+01 +1.222037413e+02 +1.222037413e+02 +2.0823e+00 +1.3942e+00 +4.9329e+00 +4.7275e+00 -1.8574e+00 -3.0208e+00 -5.1340e-01 -3.5856e+00 -8.7382e-01 -4.5390e+00 -3.9613e+00 -4.6047e-01 -1.3019e+00 -2.1572e+00 +1.1406e+00 -4.7294e+00 +1.4168e+00 +6.6667e+00 -1.5246e+00 -3.4048e+00
612 +8.101726638e+01 +8.101726638e+01 +1.169172664e+02 +1.169172664e+02 +2.0248e+00 +1.6861e+00 +4.9067e+00 +4.8334e+00 -1.7759e+00 -2.9672e+00 -4.9960e-01 -3.4841e+00 -8.8648e-01 -4.5890e+00 -3.6650e+00 -5.7167e-01 -1.2926e+00 -2.1972e+00 +1.1834e+00 -4.8695e+00 +1.4142e+00 +6.5008e+00 -1.6727e+00 -3.3495e+00
620 +7.692127781e+01 +7.692127781e+01 +1.128212778e+02 +1.128212778e+02 +1.9538e+00 +1.2178e+00 +4.9382e+00 +4.4900e+00 -1.7467e+00 -3.1867e+00 -6.3866e-01 -3.1693e+00 -6.7598e-01 -4.4069e+00 -4.0974e+00 -6.7657e-01 -1.5116e+00 -2.0000e+00 +1.0713e+00 -4.8955e+00 +1.5999e+00 +6.4321e+00 -1.6255e+00 -3.7052e+00
623 +7.175087210e+01 +7.175087210e+01 +1.076508721e+02 +1.076508721e+02 +2.2013e+00 +1.2041e+00 +5.0322e+00 +4.4511e+00 -1.9823e+00 -3.2079e+00 -8.4162e-01 -2.8454e+00 -8.1764e-01 -4.6477e+00 -4.0635e+00 -8.6061e-01 -1.4658e+00 -2.1550e+00 +1.1470e+00 -5.1141e+00 +1.8452e+00 +6.3031e+00 -1.5870e+00 -3.9516e+00
632 +6.812553510e+01 +6.812553510e+01 +1.040255351e+02 +1.040255351e+02 +2.0159e+00 +1.3648e+00 +5.1340e+00 +4.2919e+00 -1.8078e+00 -3.3250e+00 -1.1143e+00 -2.5326e+00 -8.9069e-01 -4.6671e+00 -4.0812e+00 -1.2252e+00 -1.4800e+00 -2.1400e+00 +1.0900e+00 -5.0411e+00 +2.0708e+00 +6.2269e+00 -1.6230e+00 -4.2565e+00
642 +6.575420907e+01 +6.575420907e+01 +1.016542091e+02 +1.016542091e+02 +2.0228e+00 +1.4745e+00 +5.0521e+00 +4.4842e+00 -1.7424e+00 -3.7097e+00 -1.3352e+00 -1.9695e+00 -9.6271e-01 -5.2798e+00 -4.3247e+00 -1.4970e+00 -1.6713e+00 -2.1549e+00 +9.5688e-01 -4.8175e+00 +2.0410e+00 +5.8672e+00 -1.4853e+00 -4.5186e+00
678 +6.362570389e+01 +6.362570389e+01 +9.952570389e+01 +9.952570389e+01 +2.3471e+00 +1.2035e+00 +4.4043e+00 +4.7687e+00 -2.1620e+00 -3.8846e+00 -1.8511e+00 -2.5899e+00 -1.0207e+00 -5.1551e+00 -4.1668e+00 -1.6473e+00 -1.4470e+00 -2.0064e+00 +1.7521e+00 -4.6849e+00 +2.2010e+00 +5.8145e+00 -1.1728e+00 -4.1109e+00
680 +6.020830014e+01 +6.020830014e+01 +9.610830014e+01 +9.610830014e+01 +2.4726e+00 +1.4358e+00 +4.7402e+00 +4.7726e+00 -2.2744e+00 -4.0064e+00 -1.6118e+00 -1.8082e+00 -9.3493e-01 -5.0803e+00 -4.3032e+00 -1.3148e+00 -1.5586e+00 -1.7947e+00 +1.6338e+00 -4.7147e+00 +2.2238e+00 +5.5730e+00 -1.1229e+00 -4.2805e+00
719 +4.865636981e+01 +4.865636981e+01 +8.455636981e+01 +8.455636981e+01 +3.3224e+00 +9.1705e-01 +4.5454e+00 +4.5428e+00 -1.5984e+00 -3.8413e+00 -1.4814e+00 -2.2086e+00 -1.0252e+00 -4.6267e+00 -3.5192e+00 -9.3829e-01 -1.9090e+00 -1.7610e+00 +1.4738e+00 -4.2557e+00 +1.6941e+00 +5.3123e+00 -1.2519e+00 -3.9228e+00
784 +4.633396299e+01 +4.633396299e+01 +8.223396299e+01 +8.223396299e+01 +2.7352e+00 +3.8598e-01 +3.7334e+00 +3.8510e+00 -1.9303e+00 -3.7888e+00 -1.4848e+00 -2.9056e+00 -1.1185e+00 -4.0718e+00 -3.2682e+00 -6.8797e-01 -9.9891e-01 -1.3147e+00 +1.6546e+00 -4.5065e+00 +1.4359e+00 +5.7844e+00 -1.1453e+00 -3.4079e+00
794 +4.521309802e+01 +4.521309802e+01 +8.111309802e+01 +8.111309802e+01 +2.7047e+00 +7.0513e-01 +3.4540e+00 +3.9950e+00 -2.0695e+00 -3.8715e+00 -1.6188e+00 -3.0558e+00 -1.1923e+00 -3.9846e+00 -3.1267e+00 -5.4817e-01 -8.9786e-01 -1.0268e+00 +1.6661e+00 -4.3264e+00 +1.3404e+00 +5.9128e+00 -1.2909e+00 -3.3497e+00
800 +4.419447880e+01 +4.419447880e+01 +8.009447880e+01 +8.009447880e+01 +2.5000e+00 +6.4765e-01 +3.6526e+00 +3.8474e+00 -1.8144e+00 -3.8610e+00 -1.4954e+00 -2.7842e+00 -1.1574e+00 -4.3687e+00 -3.3339e+00 -5.5959e-01 -1.0187e+00 -1.6639e+00 +1.8613e+00 -4.2745e+00 +1.1973e+00 +5.5566e+00 -1.2455e+00 -3.3417e+00
803 +4.106137560e+01 +4.106137560e+01 +7.696137560e+01 +7.696137560e+01 +2.5198e+00 +5.9778e-01 +3.2751e+00 +3.9997e+00 -2.0496e+00 -4.0232e+00 -2.0559e+00 -2.8913e+00 -1.0987e+00 -4.5188e+00 -3.1997e+00 -4.5120e-01 -1.1554e+00 -1.8478e+00 +1.7938e+00 -4.6064e+00 +8.9963e-01 +5.1339e+00 -1.2961e+00 -3.4605e+00
806 +3.974217787e+01 +3.974217787e+01 +7.564217787e+01 +7.564217787e+01 +2.3345e+00 +8.6293e-01 +3.5203e+00 +3.8700e+00 -1.7806e+00 -4.1045e+00 -1.7167e+00 -2.3908e+00 -1.3931e+00 -4.3996e+00 -3.2637e+00 -9.3173e-01 -8.6398e-01 -1.5854e+00 +1.9840e+00 -4.2973e+00 +1.0512e+00 +5.3895e+00 -1.1614e+00 -3.3607e+00
