% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
156 +1.783731434e+02 +1.783731434e+02 +2.713131434e+02 +2.713131434e+02 +1.5892e+00 -3.1637e-01 -4.2226e-01 +4.1517e+00 +1.1794e+00 +2.8666e+00 -1.6376e+00 +4.5305e-01 +7.2375e+00 +2.0753e+00 +1.0748e+00 -7.2206e-01 -3.8476e+00 -2.1185e+00 +7.0202e-01 -4.2799e-01 +4.6366e+00 -2.6851e+00 +2.5979e+00 +2.6350e-01
183 +1.730637980e+02 +1.730637980e+02 +2.660037980e+02 +2.660037980e+02 +7.8188e-01 +2.4234e+00 +7.1469e-01 +2.5217e+00 +6.7731e-01 +2.7177e+00 -1.0676e+00 +3.2955e-01 +6.4483e+00 +2.9225e+00 -2.1432e-02 -1.6111e+00 -2.3524e+00 -1.5558e+00 +1.8168e+00 -1.6440e+00 +4.0419e+00 -1.3688e+00 +1.4511e+00 -1.3369e-01
239 +1.614394877e+02 +1.614394877e+02 +2.543794877e+02 +2.543794877e+02 +4.9916e-01 +2.9945e+00 +1.1596e+00 +6.2881e-01 +1.6024e+00 +3.1485e+00 -1.9804e+00 -8.8027e-01 +5.6662e+00 +3.1973e+00 +4.3976e-01 -1.0588e+00 -3.2338e+00 -2.4797e+00 +3.7299e-01 -4.0302e-01 +5.3897e+00 -3.3726e+00 +3.3763e+00 -4.7296e-01
240 +1.500073982e+02 +1.500073982e+02 +2.429473982e+02 +2.429473982e+02 +4.4481e-01 +2.6328e+00 +1.7976e+00 +3.4958e-01 +2.4434e+00 +3.7399e+00 -2.1977e+00 +1.4530e+00 +6.7964e+00 +3.1548e+00 +2.4072e-01 -1.0233e+00 -2.7940e+00 -1.1718e+00 +6.9487e-01 -8.9805e-01 +4.0709e+00 -3.7445e+00 +3.8552e+00 -3.5978e-01
246 +1.403085885e+02 +1.403085885e+02 +2.332485885e+02 +2.332485885e+02 +7.7613e-01 +2.8993e+00 +1.7839e+00 +4.8463e-01 +1.9134e+00 +3.6351e+00 -2.0785e+00 +1.3700e+00 +7.5869e+00 +3.2037e+00 -6.6559e-02 -1.3356e+00 -2.3050e+00 -5.2298e-01 +1.2614e+00 -1.0422e+00 +4.1855e+00 -3.2452e+00 +3.3261e+00 -1.3577e+00
270 +1.348231169e+02 +1.348231169e+02 +2.277631169e+02 +2.277631169e+02 +1.0108e+00 +2.0391e+00 +1.8866e+00 +1.6980e+00 +1.1403e+00 +2.7877e+00 -2.7419e+00 +1.5810e+00 +7.3089e+00 +3.4531e+00 -1.7104e-01 -4.3306e-01 -2.3334e+00 -1.0348e+00 +1.5252e+00 -1.1024e+00 +4.2348e+00 -3.7445e+00 +4.1382e+00 -1.8633e+00
276 +1.215960919e+02 +1.215960919e+02 +2.145360919e+02 +2.145360919e+02 +1.4217e+00 +1.9908e+00 +1.7864e+00 +2.1628e+00 +8.6027e-01 +3.1399e+00 -2.5516e+00 +2.2858e-01 +7.2103e+00 +3.3443e+00 +1.6634e-03 -1.9174e-01 -2.1128e+00 -2.0009e+00 +1.6419e+00 -5.8122e-01 +4.7072e+00 -3.7337e+00 +4.5786e+00 -9.5685e-01
300 +1.069975770e+02 +1.069975770e+02 +1.999375770e+02 +1.999375770e+02 +1.0735e+00 +1.4188e+00 +1.6704e+00 +1.9856e+00 -1.2391e-01 +3.8321e+00 -1.9341e+00 -8.2674e-02 +7.7839e+00 +3.2825e+00 +9.7204e-01 -4.3346e-01 -2.3951e+00 -1.0359e+00 +2.5433e+00 -8.9792e-01 +4.3075e+00 -4.5845e+00 +5.7095e+00 -1.7494e+00
321 +1.005117034e+02 +1.005117034e+02 +1.934517034e+02 +1.934517034e+02 +1.1028e+00 +7.6516e-01 +1.8234e+00 +1.8668e+00 +1.7786e-01 +3.8415e+00 -1.2605e+00 +1.7290e-01 +7.0508e+00 +2.6469e+00 +1.5157e+00 -5.2311e-01 -2.0325e+00 -7.2438e-01 +2.9454e+00 -1.5506e+00 +4.4346e+00 -4.4256e+00 +6.0608e+00 -1.2881e+00
374 +9.670696256e+01 +9.670696256e+01 +1.896469626e+02 +1.896469626e+02 +1.5899e+00 +1.0382e+00 +1.5035e+00 +1.6807e+00 +1.2482e+00 +4.8143e+00 -3.9345e-01 -1.1281e-03 +7.2871e+00 +3.4084e+00 +9.5444e-01 -2.1553e-01 -2.4490e+00 -1.1578e+00 +3.1724e+00 -9.6296e-01 +3.3876e+00 -4.2380e+00 +6.1793e+00 -1.1052e+00
385 +8.898934549e+01 +8.898934549e+01 +1.819293455e+02 +1.819293455e+02 +1.7172e+00 +7.0257e-01 +1.6609e+00 +1.6993e+00 +1.3779e+00 +4.6704e+00 -8.1968e-01 +3.0273e-02 +7.1000e+00 +3.0532e+00 +7.7307e-01 -3.0389e-01 -2.2905e+00 -1.2243e+00 +3.0766e+00 -1.2153e+00 +3.6407e+00 -4.2509e+00 +5.7422e+00 -1.2223e+00
401 +7.837260104e+01 +7.837260104e+01 +1.713126010e+02 +1.713126010e+02 +1.1456e+00 +1.4372e+00 +1.6403e+00 +1.8850e+00 +5.1477e-01 +4.6870e+00 -9.5219e-01 -1.9063e-01 +6.7669e+00 +2.9169e+00 +7.1885e-01 -5.0732e-01 -1.8597e+00 -7.3131e-01 +2.9981e+00 -1.1466e+00 +3.6854e+00 -3.4845e+00 +5.8377e+00 -1.0006e+00
431 +7.171468108e+01 +7.171468108e+01 +1.646546811e+02 +1.646546811e+02 +1.5946e+00 +1.6102e+00 +1.5834e+00 +1.2971e+00 +8.4353e-01 +4.3964e+00 -5.0512e-01 -6.0180e-01 +5.6970e+00 +3.0075e+00 +1.1688e+00 -9.1612e-01 -2.5348e+00 -6.4958e-01 +3.1043e+00 -1.1989e+00 +4.0256e+00 -3.3968e+00 +5.5717e+00 -1.0827e+00
432 +7.073166873e+01 +7.073166873e+01 +1.636716687e+02 +1.636716687e+02 +1.7426e+00 +1.2016e+00 +1.7386e+00 +1.0193e+00 +7.3922e-01 +4.6857e+00 -8.1600e-01 -1.0385e+00 +5.6863e+00 +3.1584e+00 +8.1752e-01 -1.2155e+00 -3.0600e+00 -5.5232e-01 +3.0625e+00 -1.0141e+00 +3.7941e+00 -3.2334e+00 +5.3963e+00 -1.0926e+00
457 +6.825112661e+01 +6.825112661e+01 +1.611911266e+02 +1.611911266e+02 +1.8403e+00 +1.3057e+00 +1.5975e+00 +1.4825e+00 +1.5992e+00 +4.5258e+00 -7.1681e-01 -1.1881e+00 +5.7692e+00 +3.2680e+00 +7.3334e-01 -1.2192e+00 -3.1265e+00 -5.3016e-01 +2.8745e+00 -1.2061e+00 +3.7558e+00 -2.9039e+00 +5.3674e+00 -1.2995e+00
468 +5.625885131e+01 +5.625885131e+01 +1.491988513e+02 +1.491988513e+02 +1.7266e+00 +1.3344e+00 +1.3710e+00 +1.2215e+00 +1.6221e+00 +4.3127e+00 -6.3335e-01 -9.4553e-01 +5.5693e+00 +3.4292e+00 +5.9461e-01 -1.2103e+00 -2.6985e+00 -6.7263e-01 +2.9919e+00 -1.0804e+00 +4.0573e+00 -3.2700e+00 +4.8722e+00 -1.3989e+00
539 +5.469972259e+01 +5.469972259e+01 +1.476397226e+02 +1.476397226e+02 +1.9155e+00 +1.8554e+00 +1.2216e+00 +2.0801e+00 +1.6416e+00 +4.8209e+00 -1.1269e+00 -4.7564e-01 +5.0891e+00 +3.3185e+00 +9.6791e-01 -2.3712e+00 -3.1667e+00 -5.7525e-01 +3.3297e+00 -1.2865e+00 +3.1244e+00 -2.8918e+00 +5.0690e+00 -9.3074e-01
542 +4.972069973e+01 +4.972069973e+01 +1.426606997e+02 +1.426606997e+02 +1.8781e+00 +1.7213e+00 +1.2663e+00 +1.9801e+00 +1.5487e+00 +5.2647e+00 -1.0861e+00 -5.5511e-01 +5.2602e+00 +3.4178e+00 +1.1676e+00 -2.4753e+00 -3.1215e+00 -5.6963e-01 +3.2467e+00 -1.4427e+00 +2.9678e+00 -3.1027e+00 +5.2529e+00 -8.2419e-01
595 +4.525675275e+01 +4.525675275e+01 +1.381967528e+02 +1.381967528e+02 +1.9404e+00 +1.6418e+00 +1.1780e+00 +1.0865e+00 +1.2529e+00 +4.9911e+00 -8.4349e-01 +2.9803e-01 +5.1882e+00 +3.5306e+00 +1.8762e+00 -2.2614e+00 -2.9948e+00 -5.5468e-01 +3.0610e+00 -1.0194e+00 +3.0940e+00 -3.2771e+00 +5.1827e+00 -7.9816e-01
652 +4.353285622e+01 +4.353285622e+01 +1.364728562e+02 +1.364728562e+02 +2.1339e+00 +2.0741e+00 +7.6014e-01 +1.6328e+00 +1.5669e+00 +4.7819e+00 -7.6257e-01 -2.1792e-01 +4.8563e+00 +3.6808e+00 +1.7922e+00 -2.0109e+00 -3.1456e+00 -6.7003e-01 +3.1132e+00 -9.5558e-01 +3.4435e+00 -3.9260e+00 +4.5137e+00 -8.9489e-01
674 +4.005355091e+01 +4.005355091e+01 +1.329935509e+02 +1.329935509e+02 +1.9092e+00 +2.2627e+00 +7.3374e-01 +1.5784e+00 +1.6705e+00 +4.9175e+00 -5.8837e-01 -1.1761e-01 +4.8513e+00 +3.4844e+00 +1.9547e+00 -1.7972e+00 -3.1486e+00 -7.1256e-01 +3.1432e+00 -1.0772e+00 +3.3138e+00 -3.6374e+00 +4.5360e+00 -8.1225e-01
679 +3.940817846e+01 +3.940817846e+01 +1.323481785e+02 +1.323481785e+02 +1.8760e+00 +1.7782e+00 +9.7749e-01 +1.3889e+00 +1.5802e+00 +4.9417e+00 -6.4530e-01 -3.1556e-01 +5.2406e+00 +3.5377e+00 +1.9535e+00 -1.9846e+00 -2.9589e+00 -4.8316e-01 +3.0565e+00 -9.7095e-01 +3.3445e+00 -3.7555e+00 +4.6316e+00 -9.7433e-01
732 +3.876980323e+01 +3.876980323e+01 +1.317098032e+02 +1.317098032e+02 +1.7147e+00 +1.4452e+00 +1.4498e+00 +1.3118e+00 +1.4247e+00 +4.9634e+00 -4.9949e-01 -8.8241e-01 +4.9007e+00 +2.9206e+00 +1.6635e+00 -2.2063e+00 -2.8149e+00 -4.1511e-01 +3.3968e+00 -9.5403e-01 +3.2185e+00 -3.7348e+00 +4.8473e+00 -1.0837e+00
846 +3.641282539e+01 +3.641282539e+01 +1.293528254e+02 +1.293528254e+02 +1.4961e+00 +1.3090e+00 +1.3950e+00 +2.1410e+00 +1.1561e+00 +4.6986e+00 -3.1709e-01 -9.1504e-01 +4.8628e+00 +3.4557e+00 +2.0598e+00 -2.7781e+00 -3.2539e+00 +4.2488e-02 +3.0139e+00 -1.0215e+00 +2.3272e+00 -3.3957e+00 +3.8146e+00 -4.7233e-01
850 +3.589220441e+01 +3.589220441e+01 +1.288322044e+02 +1.288322044e+02 +1.7158e+00 +1.3698e+00 +1.3308e+00 +1.6139e+00 +1.0780e+00 +4.8703e+00 -7.7583e-01 -6.2764e-01 +5.1469e+00 +3.1639e+00 +2.1219e+00 -2.3624e+00 -3.0249e+00 -2.0269e-01 +3.0952e+00 -8.4883e-01 +2.9764e+00 -3.8214e+00 +4.4304e+00 -7.3687e-01
865 +3.421573109e+01 +3.421573109e+01 +1.271557311e+02 +1.271557311e+02 +1.7576e+00 +1.3522e+00 +1.2416e+00 +1.7014e+00 +1.0625e+00 +4.9744e+00 -6.7493e-01 -8.6625e-01 +4.8247e+00 +3.2310e+00 +1.8576e+00 -2.5002e+00 -2.9124e+00 -3.1745e-01 +3.1183e+00 -6.4745e-01 +2.8260e+00 -3.8426e+00 +4.3917e+00 -9.3145e-01
884 +3.321726483e+01 +3.321726483e+01 +1.261572648e+02 +1.261572648e+02 +1.5464e+00 +1.4284e+00 +1.2834e+00 +1.8541e+00 +1.2388e+00 +5.1601e+00 -3.0532e-01 -1.0423e+00 +5.2608e+00 +3.2821e+00 +1.9320e+00 -2.5857e+00 -2.8810e+00 -4.7407e-01 +3.1496e+00 -5.3690e-01 +3.3051e+00 -3.7105e+00 +4.5356e+00 -5.4058e-01
891 +3.202920114e+01 +3.202920114e+01 +1.249692011e+02 +1.249692011e+02 +1.5135e+00 +1.3305e+00 +1.3173e+00 +1.9194e+00 +1.1654e+00 +5.1318e+00 -5.0889e-01 -7.6953e-01 +5.1219e+00 +3.4625e+00 +1.8697e+00 -2.4784e+00 -2.8428e+00 -4.3885e-01 +3.0150e+00 -7.0827e-01 +3.1617e+00 -3.7141e+00 +4.4443e+00 -5.6840e-01
942 +3.042705539e+01 +3.042705539e+01 +1.233670554e+02 +1.233670554e+02 +1.4589e+00 +1.2840e+00 +1.4495e+00 +1.9532e+00 +1.1944e+00 +5.1575e+00 -6.3712e-01 -6.9898e-01 +4.9423e+00 +3.1088e+00 +2.0453e+00 -2.5432e+00 -2.7743e+00 -1.1732e-01 +2.8824e+00 -3.7442e-01 +3.1091e+00 -3.6806e+00 +4.4503e+00 -4.7120e-01
966 +2.955069227e+01 +2.955069227e+01 +1.224906923e+02 +1.224906923e+02 +1.4028e+00 +1.0399e+00 +1.3398e+00 +1.8499e+00 +1.2042e+00 +5.1631e+00 -6.7774e-01 -7.9658e-01 +4.9549e+00 +3.2154e+00 +1.9154e+00 -2.2620e+00 -2.8441e+00 -2.3398e-01 +2.9063e+00 -4.9892e-01 +3.1971e+00 -3.4625e+00 +4.3979e+00 -4.9943e-01
969 +2.883478674e+01 +2.883478674e+01 +1.217747867e+02 +1.217747867e+02 +1.2488e+00 +9.5327e-01 +1.3584e+00 +2.0612e+00 +1.0950e+00 +5.2229e+00 -7.1516e-01 -7.9316e-01 +4.8369e+00 +3.2429e+00 +1.9911e+00 -2.7319e+00 -2.8268e+00 -6.7940e-02 +2.9599e+00 -2.5516e-01 +2.8928e+00 -3.5075e+00 +4.4212e+00 -2.9063e-01
990 +2.784475426e+01 +2.784475426e+01 +1.207847543e+02 +1.207847543e+02 +1.3034e+00 +1.1124e+00 +1.1784e+00 +1.9474e+00 +1.1632e+00 +5.1882e+00 -6.5748e-01 -5.3916e-01 +4.8552e+00 +3.0727e+00 +1.9233e+00 -2.7027e+00 -2.6426e+00 -2.1147e-01 +2.9971e+00 -3.4335e-01 +2.9786e+00 -3.5986e+00 +4.5721e+00 -5.1685e-01
993 +2.743975670e+01 +2.743975670e+01 +1.203797567e+02 +1.203797567e+02 +1.4148e+00 +1.2135e+00 +1.0446e+00 +1.9645e+00 +9.9121e-01 +5.0850e+00 -6.4287e-01 -6.3868e-01 +4.8699e+00 +3.1253e+00 +1.8705e+00 -2.6791e+00 -2.5235e+00 -3.9414e-01 +3.1335e+00 -3.1806e-01 +3.0770e+00 -3.4167e+00 +4.4684e+00 -5.5347e-01
1021 +2.620265598e+01 +2.620265598e+01 +1.191426560e+02 +1.191426560e+02 +1.1920e+00 +1.2548e+00 +9.1993e-01 +2.0385e+00 +1.1021e+00 +5.0988e+00 -4.8765e-01 -6.7713e-01 +4.8011e+00 +3.1571e+00 +1.7647e+00 -2.7282e+00 -2.3810e+00 -3.0185e-01 +3.2277e+00 -4.3025e-02 +2.8909e+00 -3.1301e+00 +4.3164e+00 -3.5127e-01
1031 +2.562029713e+01 +2.562029713e+01 +1.185602971e+02 +1.185602971e+02 +1.1828e+00 +1.4028e+00 +9.1669e-01 +2.0408e+00 +1.0319e+00 +4.9681e+00 -5.8821e-01 -7.7650e-01 +4.9585e+00 +3.2213e+00 +1.8474e+00 -2.7374e+00 -2.4539e+00 -3.1722e-01 +3.1434e+00 -1.9215e-01 +2.8888e+00 -3.2092e+00 +4.3825e+00 -4.3917e-01
1057 +2.503180409e+01 +2.503180409e+01 +1.179718041e+02 +1.179718041e+02 +9.3584e-01 +1.3836e+00 +8.7954e-01 +2.0586e+00 +1.0963e+00 +4.8897e+00 -5.3701e-01 -4.4585e-01 +4.6314e+00 +3.4451e+00 +1.7886e+00 -3.1080e+00 -2.5728e+00 -3.2370e-01 +2.8474e+00 +7.7410e-02 +2.9500e+00 -3.1209e+00 +4.4306e+00 -1.9742e-01
1066 +2.387620277e+01 +2.387620277e+01 +1.168162028e+02 +1.168162028e+02 +1.1084e+00 +1.4570e+00 +8.3701e-01 +2.1278e+00 +1.1482e+00 +4.9272e+00 -5.0341e-01 -5.3301e-01 +4.7183e+00 +3.3826e+00 +1.7956e+00 -3.0951e+00 -2.6380e+00 -2.3485e-01 +2.7975e+00 -1.2006e-01 +2.8519e+00 -3.1251e+00 +4.3728e+00 -2.3667e-01
1089 +2.237413923e+01 +2.237413923e+01 +1.153141392e+02 +1.153141392e+02 +1.1819e+00 +1.4257e+00 +9.4451e-01 +1.9673e+00 +1.0776e+00 +4.8047e+00 -2.8322e-01 -4.9636e-01 +4.7187e+00 +3.4148e+00 +1.8996e+00 -3.2897e+00 -2.6274e+00 -4.2053e-01 +2.9585e+00 -6.7767e-02 +2.8637e+00 -3.0709e+00 +4.5823e+00 -2.8183e-01
1101 +2.142968395e+01 +2.142968395e+01 +1.143696839e+02 +1.143696839e+02 +1.1207e+00 +1.3499e+00 +1.0854e+00 +1.9139e+00 +1.1001e+00 +4.7098e+00 -1.4044e-01 -4.4680e-01 +4.6668e+00 +3.3089e+00 +1.7481e+00 -3.2314e+00 -2.6665e+00 -4.9997e-01 +3.0009e+00 -1.9944e-01 +2.9473e+00 -3.1410e+00 +4.5466e+00 -2.1407e-01
1131 +2.128063698e+01 +2.128063698e+01 +1.142206370e+02 +1.142206370e+02 +1.2214e+00 +1.4785e+00 +1.0960e+00 +1.7949e+00 +1.0437e+00 +4.7235e+00 -3.1580e-02 -3.7882e-01 +4.7036e+00 +3.2241e+00 +1.7624e+00 -3.3588e+00 -2.6103e+00 -3.7480e-01 +2.9181e+00 -1.6578e-01 +2.7964e+00 -3.2192e+00 +4.5971e+00 -3.1656e-01
1132 +2.080624508e+01 +2.080624508e+01 +1.137462451e+02 +1.137462451e+02 +1.2999e+00 +1.5917e+00 +1.1761e+00 +1.6852e+00 +1.0801e+00 +4.7486e+00 -7.6318e-02 -3.2673e-01 +4.5716e+00 +3.1544e+00 +1.7746e+00 -3.3365e+00 -2.5634e+00 -4.1198e-01 +2.8912e+00 -2.7454e-01 +2.8629e+00 -3.3047e+00 +4.5247e+00 -1.3857e-01
1190 +2.030515742e+01 +2.030515742e+01 +1.132451574e+02 +1.132451574e+02 +1.1963e+00 +1.4804e+00 +1.1308e+00 +1.8176e+00 +1.3749e+00 +4.7750e+00 -2.2003e-01 -4.4392e-01 +4.5884e+00 +3.2539e+00 +1.7875e+00 -3.2699e+00 -2.5939e+00 -4.1595e-01 +2.9240e+00 -1.2332e-01 +2.9204e+00 -3.4478e+00 +4.3917e+00 -1.8718e-01
1192 +1.974107501e+01 +1.974107501e+01 +1.126810750e+02 +1.126810750e+02 +1.1538e+00 +1.4519e+00 +1.2037e+00 +1.8548e+00 +1.3734e+00 +4.7794e+00 -1.7492e-01 -4.7912e-01 +4.6195e+00 +3.2902e+00 +1.8713e+00 -3.3434e+00 -2.6437e+00 -4.7257e-01 +3.0178e+00 -2.7382e-01 +2.8543e+00 -3.4483e+00 +4.4724e+00 -2.4653e-01
1206 +1.941454625e+01 +1.941454625e+01 +1.123545463e+02 +1.123545463e+02 +1.1230e+00 +1.4167e+00 +1.1315e+00 +1.8913e+00 +1.3968e+00 +4.7870e+00 -1.1876e-01 -4.2747e-01 +4.5472e+00 +3.2879e+00 +1.8396e+00 -3.4304e+00 -2.6649e+00 -5.0673e-01 +2.9901e+00 -2.4173e-01 +2.8438e+00 -3.4000e+00 +4.4467e+00 -2.9452e-01
1247 +1.899110750e+01 +1.899110750e+01 +1.119311075e+02 +1.119311075e+02 +1.1185e+00 +1.4991e+00 +1.1389e+00 +2.0416e+00 +1.4327e+00 +4.7554e+00 -1.0155e-01 -2.5071e-01 +4.5942e+00 +3.2132e+00 +1.9020e+00 -3.5047e+00 -2.7501e+00 -7.6935e-01 +2.9151e+00 -1.3102e-01 +2.6677e+00 -3.5572e+00 +4.3155e+00 -3.3718e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
