% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4968 +2.209382549e+00 +2.209382549e+00 +9.079382549e+00 +9.079382549e+00 -1.8797e-02 -4.6552e+00 +1.7339e+00 +4.9344e+00 +5.0473e+00 +3.5435e+00 -2.8554e+00 +5.3819e-01 +4.5875e-01 -2.5755e+00 -2.3413e-01 +3.5992e+00 +5.1685e+00 +2.2673e+00 +3.6723e+00 +1.2398e-01 +4.3940e+00 -1.3876e+00 +9.8728e-01 -3.8092e+00
5012 +1.963863888e+00 +1.963863888e+00 +8.833863888e+00 +8.833863888e+00 -1.2719e-02 -4.6328e+00 +1.7621e+00 +4.9372e+00 +5.0336e+00 +3.5734e+00 -2.8534e+00 +5.5435e-01 +4.4119e-01 -2.5681e+00 -2.0042e-01 +3.5971e+00 +5.1847e+00 +2.2846e+00 +3.6748e+00 +1.3309e-01 +4.4133e+00 -1.3686e+00 +9.8933e-01 -3.8125e+00
5248 +1.738789586e+00 +1.738789586e+00 +8.608789586e+00 +8.608789586e+00 -1.5461e-02 -4.6565e+00 +1.7785e+00 +4.9912e+00 +5.0373e+00 +3.5529e+00 -2.8577e+00 +5.5218e-01 +4.8775e-01 -2.5644e+00 -2.0571e-01 +3.5726e+00 +5.1802e+00 +2.2738e+00 +3.7049e+00 +1.2370e-01 +4.3891e+00 -1.3716e+00 +1.0342e+00 -3.8491e+00
5252 +1.510786591e+00 +1.510786591e+00 +8.380786591e+00 +8.380786591e+00 -1.5509e-02 -4.6508e+00 +1.7822e+00 +4.9852e+00 +5.0326e+00 +3.5539e+00 -2.8627e+00 +5.5255e-01 +4.8865e-01 -2.5693e+00 -2.0296e-01 +3.5639e+00 +5.1865e+00 +2.2809e+00 +3.7136e+00 +1.3625e-01 +4.3811e+00 -1.3697e+00 +1.0401e+00 -3.8439e+00
5320 +1.417357232e+00 +1.417357232e+00 +8.287357232e+00 +8.287357232e+00 -6.9982e-03 -4.6490e+00 +1.7821e+00 +4.9599e+00 +5.0375e+00 +3.5704e+00 -2.8831e+00 +5.5883e-01 +4.7550e-01 -2.5382e+00 -1.8991e-01 +3.5792e+00 +5.1831e+00 +2.2771e+00 +3.6905e+00 +1.3012e-01 +4.4041e+00 -1.3605e+00 +1.0316e+00 -3.8525e+00
5413 +1.043864978e+00 +1.043864978e+00 +7.913864978e+00 +7.913864978e+00 +6.7900e-03 -4.6518e+00 +1.8060e+00 +4.9769e+00 +5.0380e+00 +3.5642e+00 -2.8731e+00 +5.5643e-01 +4.6305e-01 -2.5269e+00 -1.8979e-01 +3.5833e+00 +5.1858e+00 +2.2710e+00 +3.6922e+00 +1.2472e-01 +4.3898e+00 -1.3853e+00 +1.0178e+00 -3.8552e+00
5623 +8.303544139e-01 +8.303544139e-01 +7.700354414e+00 +7.700354414e+00 +3.4073e-04 -4.6430e+00 +1.8058e+00 +4.9687e+00 +5.0591e+00 +3.5552e+00 -2.8748e+00 +5.5904e-01 +4.7091e-01 -2.5474e+00 -1.8236e-01 +3.5793e+00 +5.1896e+00 +2.2773e+00 +3.6760e+00 +1.3443e-01 +4.3869e+00 -1.3821e+00 +1.0326e+00 -3.8638e+00
5669 +7.817506387e-01 +7.817506387e-01 +7.651750639e+00 +7.651750639e+00 -8.5547e-04 -4.6395e+00 +1.7904e+00 +4.9657e+00 +5.0625e+00 +3.5562e+00 -2.8655e+00 +5.6134e-01 +4.6541e-01 -2.5485e+00 -1.7900e-01 +3.5791e+00 +5.1952e+00 +2.2800e+00 +3.6725e+00 +1.3828e-01 +4.3808e+00 -1.3741e+00 +1.0342e+00 -3.8702e+00
5673 +6.721220080e-01 +6.721220080e-01 +7.542122008e+00 +7.542122008e+00 -2.2911e-03 -4.6385e+00 +1.7848e+00 +4.9616e+00 +5.0630e+00 +3.5534e+00 -2.8672e+00 +5.6083e-01 +4.6529e-01 -2.5518e+00 -1.7955e-01 +3.5826e+00 +5.1980e+00 +2.2773e+00 +3.6775e+00 +1.3747e-01 +4.3821e+00 -1.3767e+00 +1.0280e+00 -3.8741e+00
5734 +5.267905196e-01 +5.267905196e-01 +7.396790520e+00 +7.396790520e+00 -1.5688e-03 -4.6427e+00 +1.7879e+00 +4.9645e+00 +5.0582e+00 +3.5560e+00 -2.8696e+00 +5.5928e-01 +4.6959e-01 -2.5480e+00 -1.8441e-01 +3.5839e+00 +5.2006e+00 +2.2836e+00 +3.6773e+00 +1.3851e-01 +4.3820e+00 -1.3789e+00 +1.0276e+00 -3.8644e+00
5755 +4.570507021e-01 +4.570507021e-01 +7.327050702e+00 +7.327050702e+00 -2.9651e-03 -4.6418e+00 +1.7874e+00 +4.9621e+00 +5.0534e+00 +3.5589e+00 -2.8695e+00 +5.5945e-01 +4.7103e-01 -2.5482e+00 -1.8839e-01 +3.5873e+00 +5.2030e+00 +2.2888e+00 +3.6711e+00 +1.4468e-01 +4.3813e+00 -1.3783e+00 +1.0331e+00 -3.8675e+00
5817 +4.442199920e-01 +4.442199920e-01 +7.314219992e+00 +7.314219992e+00 -3.4424e-03 -4.6452e+00 +1.7889e+00 +4.9592e+00 +5.0550e+00 +3.5540e+00 -2.8673e+00 +5.6050e-01 +4.7556e-01 -2.5511e+00 -1.9203e-01 +3.5828e+00 +5.2067e+00 +2.2850e+00 +3.6637e+00 +1.4569e-01 +4.3808e+00 -1.3804e+00 +1.0362e+00 -3.8634e+00
6138 +3.818810454e-01 +3.818810454e-01 +7.251881045e+00 +7.251881045e+00 +5.2330e-04 -4.6417e+00 +1.7899e+00 +4.9433e+00 +5.0508e+00 +3.5653e+00 -2.8763e+00 +5.6294e-01 +4.7954e-01 -2.5516e+00 -1.9055e-01 +3.5841e+00 +5.2078e+00 +2.3013e+00 +3.6730e+00 +1.4634e-01 +4.3832e+00 -1.3741e+00 +1.0258e+00 -3.8624e+00
6256 +3.702087589e-01 +3.702087589e-01 +7.240208759e+00 +7.240208759e+00 +5.5045e-04 -4.6448e+00 +1.7857e+00 +4.9476e+00 +5.0478e+00 +3.5644e+00 -2.8742e+00 +5.6144e-01 +4.7911e-01 -2.5474e+00 -1.9255e-01 +3.5878e+00 +5.2069e+00 +2.3034e+00 +3.6712e+00 +1.4737e-01 +4.3848e+00 -1.3759e+00 +1.0299e+00 -3.8607e+00
6278 +3.478046078e-01 +3.478046078e-01 +7.217804608e+00 +7.217804608e+00 -3.4102e-04 -4.6437e+00 +1.7872e+00 +4.9491e+00 +5.0472e+00 +3.5634e+00 -2.8745e+00 +5.6138e-01 +4.7920e-01 -2.5492e+00 -1.9294e-01 +3.5865e+00 +5.2043e+00 +2.3054e+00 +3.6694e+00 +1.4701e-01 +4.3846e+00 -1.3761e+00 +1.0314e+00 -3.8622e+00
6364 +3.383333017e-01 +3.383333017e-01 +7.208333302e+00 +7.208333302e+00 +2.2414e-04 -4.6435e+00 +1.7874e+00 +4.9477e+00 +5.0471e+00 +3.5636e+00 -2.8735e+00 +5.6298e-01 +4.7944e-01 -2.5491e+00 -1.9166e-01 +3.5885e+00 +5.2062e+00 +2.3067e+00 +3.6703e+00 +1.4551e-01 +4.3837e+00 -1.3776e+00 +1.0268e+00 -3.8614e+00
6395 +3.208562744e-01 +3.208562744e-01 +7.190856274e+00 +7.190856274e+00 +3.0097e-04 -4.6433e+00 +1.7878e+00 +4.9474e+00 +5.0486e+00 +3.5635e+00 -2.8738e+00 +5.6257e-01 +4.7937e-01 -2.5491e+00 -1.9171e-01 +3.5876e+00 +5.2066e+00 +2.3072e+00 +3.6697e+00 +1.4512e-01 +4.3832e+00 -1.3767e+00 +1.0273e+00 -3.8611e+00
6444 +3.103007237e-01 +3.103007237e-01 +7.180300724e+00 +7.180300724e+00 +1.8173e-04 -4.6444e+00 +1.7871e+00 +4.9476e+00 +5.0509e+00 +3.5629e+00 -2.8727e+00 +5.6190e-01 +4.7992e-01 -2.5496e+00 -1.9130e-01 +3.5879e+00 +5.2074e+00 +2.3062e+00 +3.6705e+00 +1.4455e-01 +4.3827e+00 -1.3778e+00 +1.0256e+00 -3.8612e+00
6477 +3.043295080e-01 +3.043295080e-01 +7.174329508e+00 +7.174329508e+00 +1.5018e-04 -4.6439e+00 +1.7879e+00 +4.9461e+00 +5.0516e+00 +3.5627e+00 -2.8725e+00 +5.6197e-01 +4.7946e-01 -2.5496e+00 -1.9123e-01 +3.5880e+00 +5.2082e+00 +2.3085e+00 +3.6702e+00 +1.4282e-01 +4.3826e+00 -1.3774e+00 +1.0244e+00 -3.8610e+00
6491 +2.981278510e-01 +2.981278510e-01 +7.168127851e+00 +7.168127851e+00 +2.3349e-04 -4.6442e+00 +1.7883e+00 +4.9468e+00 +5.0518e+00 +3.5628e+00 -2.8731e+00 +5.6232e-01 +4.7881e-01 -2.5501e+00 -1.9121e-01 +3.5874e+00 +5.2078e+00 +2.3079e+00 +3.6697e+00 +1.4333e-01 +4.3825e+00 -1.3779e+00 +1.0245e+00 -3.8610e+00
6512 +2.929243313e-01 +2.929243313e-01 +7.162924331e+00 +7.162924331e+00 -1.6174e-04 -4.6445e+00 +1.7871e+00 +4.9477e+00 +5.0510e+00 +3.5629e+00 -2.8728e+00 +5.6176e-01 +4.7860e-01 -2.5496e+00 -1.9118e-01 +3.5873e+00 +5.2072e+00 +2.3074e+00 +3.6685e+00 +1.4441e-01 +4.3824e+00 -1.3777e+00 +1.0266e+00 -3.8602e+00
6513 +2.784318113e-01 +2.784318113e-01 +7.148431811e+00 +7.148431811e+00 +4.4851e-04 -4.6439e+00 +1.7867e+00 +4.9477e+00 +5.0510e+00 +3.5628e+00 -2.8728e+00 +5.6168e-01 +4.7981e-01 -2.5502e+00 -1.9071e-01 +3.5875e+00 +5.2066e+00 +2.3063e+00 +3.6690e+00 +1.4421e-01 +4.3817e+00 -1.3772e+00 +1.0264e+00 -3.8602e+00
6533 +2.731085946e-01 +2.731085946e-01 +7.143108595e+00 +7.143108595e+00 +6.5829e-04 -4.6443e+00 +1.7861e+00 +4.9479e+00 +5.0504e+00 +3.5631e+00 -2.8725e+00 +5.6207e-01 +4.8018e-01 -2.5497e+00 -1.9066e-01 +3.5875e+00 +5.2079e+00 +2.3070e+00 +3.6697e+00 +1.4328e-01 +4.3815e+00 -1.3773e+00 +1.0271e+00 -3.8598e+00
6558 +2.634895481e-01 +2.634895481e-01 +7.133489548e+00 +7.133489548e+00 +4.4470e-04 -4.6441e+00 +1.7842e+00 +4.9495e+00 +5.0516e+00 +3.5633e+00 -2.8727e+00 +5.6177e-01 +4.8111e-01 -2.5500e+00 -1.9042e-01 +3.5867e+00 +5.2087e+00 +2.3066e+00 +3.6696e+00 +1.4337e-01 +4.3816e+00 -1.3773e+00 +1.0276e+00 -3.8595e+00
6563 +2.614266080e-01 +2.614266080e-01 +7.131426608e+00 +7.131426608e+00 +8.2897e-04 -4.6441e+00 +1.7849e+00 +4.9490e+00 +5.0516e+00 +3.5637e+00 -2.8726e+00 +5.6206e-01 +4.8097e-01 -2.5503e+00 -1.9036e-01 +3.5873e+00 +5.2084e+00 +2.3066e+00 +3.6691e+00 +1.4295e-01 +4.3815e+00 -1.3771e+00 +1.0270e+00 -3.8598e+00
6693 +2.552119857e-01 +2.552119857e-01 +7.125211986e+00 +7.125211986e+00 +7.7733e-04 -4.6442e+00 +1.7847e+00 +4.9492e+00 +5.0507e+00 +3.5635e+00 -2.8733e+00 +5.6133e-01 +4.7928e-01 -2.5493e+00 -1.9068e-01 +3.5864e+00 +5.2072e+00 +2.3067e+00 +3.6700e+00 +1.4334e-01 +4.3826e+00 -1.3778e+00 +1.0260e+00 -3.8585e+00
6706 +2.364700390e-01 +2.364700390e-01 +7.106470039e+00 +7.106470039e+00 +5.6328e-04 -4.6442e+00 +1.7847e+00 +4.9490e+00 +5.0508e+00 +3.5635e+00 -2.8734e+00 +5.6155e-01 +4.7958e-01 -2.5492e+00 -1.9069e-01 +3.5866e+00 +5.2077e+00 +2.3071e+00 +3.6703e+00 +1.4313e-01 +4.3828e+00 -1.3773e+00 +1.0258e+00 -3.8585e+00
6923 +2.264225641e-01 +2.264225641e-01 +7.096422564e+00 +7.096422564e+00 +5.2906e-04 -4.6439e+00 +1.7851e+00 +4.9485e+00 +5.0511e+00 +3.5637e+00 -2.8732e+00 +5.6205e-01 +4.7990e-01 -2.5498e+00 -1.9136e-01 +3.5867e+00 +5.2079e+00 +2.3066e+00 +3.6694e+00 +1.4372e-01 +4.3826e+00 -1.3768e+00 +1.0261e+00 -3.8593e+00
7006 +2.201006259e-01 +2.201006259e-01 +7.090100626e+00 +7.090100626e+00 +3.6209e-04 -4.6443e+00 +1.7846e+00 +4.9479e+00 +5.0511e+00 +3.5634e+00 -2.8732e+00 +5.6204e-01 +4.7985e-01 -2.5497e+00 -1.9109e-01 +3.5872e+00 +5.2077e+00 +2.3070e+00 +3.6690e+00 +1.4407e-01 +4.3824e+00 -1.3771e+00 +1.0260e+00 -3.8595e+00
7045 +2.183471849e-01 +2.183471849e-01 +7.088347185e+00 +7.088347185e+00 +4.5087e-04 -4.6443e+00 +1.7845e+00 +4.9478e+00 +5.0512e+00 +3.5633e+00 -2.8729e+00 +5.6220e-01 +4.7988e-01 -2.5498e+00 -1.9105e-01 +3.5872e+00 +5.2077e+00 +2.3071e+00 +3.6689e+00 +1.4399e-01 +4.3824e+00 -1.3772e+00 +1.0260e+00 -3.8592e+00
7101 +2.135676908e-01 +2.135676908e-01 +7.083567691e+00 +7.083567691e+00 +4.6171e-04 -4.6442e+00 +1.7845e+00 +4.9475e+00 +5.0516e+00 +3.5632e+00 -2.8728e+00 +5.6228e-01 +4.7995e-01 -2.5502e+00 -1.9047e-01 +3.5872e+00 +5.2079e+00 +2.3069e+00 +3.6684e+00 +1.4377e-01 +4.3821e+00 -1.3772e+00 +1.0259e+00 -3.8593e+00
7274 +2.088500900e-01 +2.088500900e-01 +7.078850090e+00 +7.078850090e+00 +5.3554e-04 -4.6442e+00 +1.7843e+00 +4.9473e+00 +5.0519e+00 +3.5634e+00 -2.8729e+00 +5.6214e-01 +4.8011e-01 -2.5502e+00 -1.9002e-01 +3.5875e+00 +5.2078e+00 +2.3069e+00 +3.6684e+00 +1.4379e-01 +4.3824e+00 -1.3770e+00 +1.0258e+00 -3.8593e+00
7353 +2.028726912e-01 +2.028726912e-01 +7.072872691e+00 +7.072872691e+00 +6.0601e-04 -4.6442e+00 +1.7843e+00 +4.9473e+00 +5.0518e+00 +3.5635e+00 -2.8729e+00 +5.6219e-01 +4.8010e-01 -2.5503e+00 -1.9004e-01 +3.5877e+00 +5.2077e+00 +2.3069e+00 +3.6685e+00 +1.4382e-01 +4.3826e+00 -1.3769e+00 +1.0257e+00 -3.8593e+00
7458 +1.985591538e-01 +1.985591538e-01 +7.068559154e+00 +7.068559154e+00 +5.5218e-04 -4.6443e+00 +1.7842e+00 +4.9473e+00 +5.0519e+00 +3.5634e+00 -2.8730e+00 +5.6220e-01 +4.7996e-01 -2.5502e+00 -1.9017e-01 +3.5877e+00 +5.2076e+00 +2.3069e+00 +3.6683e+00 +1.4375e-01 +4.3825e+00 -1.3770e+00 +1.0257e+00 -3.8591e+00
7880 +1.948292548e-01 +1.948292548e-01 +7.064829255e+00 +7.064829255e+00 +5.4229e-04 -4.6442e+00 +1.7844e+00 +4.9476e+00 +5.0518e+00 +3.5634e+00 -2.8732e+00 +5.6222e-01 +4.7996e-01 -2.5502e+00 -1.9037e-01 +3.5875e+00 +5.2076e+00 +2.3067e+00 +3.6683e+00 +1.4371e-01 +4.3825e+00 -1.3769e+00 +1.0258e+00 -3.8589e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
22 +7.657702827e+00 +7.657702827e+00 +7.667702827e+00 +7.667702827e+00 -1.1256e+00 -2.9105e+00 +6.3173e-01 -6.9595e-01 +5.7784e-01 -9.0535e-01 +2.4032e+00 -3.1400e+00 +7.0201e-01 -7.1598e-01 -5.9335e-01 +1.8127e+00 +3.6077e-01 +2.6123e+00 -2.0504e+00 -5.4097e-01 +2.7593e+00 -1.5790e-01 +1.7777e+00 +1.5069e+00
25 +5.424398600e+00 +5.424398600e+00 +5.434398600e+00 +5.434398600e+00 -8.4868e-01 -1.6264e+00 -1.1364e+00 -2.0901e-01 +1.2229e+00 -1.1540e+00 +5.1797e-01 -1.0938e+00 +2.2160e-01 +3.9333e-03 -2.3862e+00 -1.9886e-01 +1.3875e+00 +1.7628e+00 -1.4663e+00 +4.0133e-01 +9.3835e-01 +2.3501e+00 -3.5827e-01 +2.8464e+00
71 +4.315043062e+00 +4.315043062e+00 +4.325043062e+00 +4.325043062e+00 -1.4512e-01 -2.3385e+00 +1.4562e+00 +2.1056e+00 +2.4733e+00 -1.3919e+00 +1.8826e+00 -3.3237e+00 -1.4756e+00 +1.8542e+00 -3.4570e+00 +1.6877e+00 +7.4871e-03 +1.6714e+00 -2.5234e+00 +8.2575e-01 +3.7625e+00 +1.4730e-01 -8.1428e-01 +1.5839e+00
715 +3.929718050e+00 +3.929718050e+00 +3.939718050e+00 +3.939718050e+00 -2.3615e-01 +2.9995e+00 -1.5633e-01 +1.0859e+00 +3.0132e+00 -1.0826e+00 +9.6338e-01 -2.7717e-01 +3.1416e+00 +4.7447e+00 -2.2684e-01 +1.6451e+00 -1.7892e+00 -3.6315e+00 -3.7544e+00 -6.8006e-01 -8.9210e-01 +2.7154e+00 -5.7876e-01 +5.2347e+00
6525 +3.810214085e+00 +3.810214085e+00 +3.820214085e+00 +3.820214085e+00 +3.4256e+00 +1.2147e+00 -5.1747e-01 +8.7892e-02 +3.1225e+00 +8.3445e-01 +2.0825e+00 -4.2643e+00 +4.9856e+00 +5.2082e-01 -1.8190e-02 +1.3967e+00 -2.4925e+00 -4.6848e+00 -2.5307e+00 -1.0828e+00 -5.7788e+00 +9.4621e-01 -4.6939e+00 +6.3643e+00
6543 +3.606287399e+00 +3.606287399e+00 +3.616287399e+00 +3.616287399e+00 +3.4269e+00 +1.2147e+00 -5.1490e-01 +9.1607e-02 +3.1225e+00 +8.3614e-01 +2.0856e+00 -4.2641e+00 +4.9832e+00 +5.1868e-01 -1.8441e-02 +1.3984e+00 -2.4953e+00 -4.6873e+00 -2.5298e+00 -1.0848e+00 -5.7819e+00 +9.4872e-01 -4.6943e+00 +6.3679e+00
6652 +3.530205373e+00 +3.530205373e+00 +3.540205373e+00 +3.540205373e+00 +3.4261e+00 +1.2180e+00 -5.1993e-01 +8.6960e-02 +3.1259e+00 +8.3634e-01 +2.0867e+00 -4.2601e+00 +4.9837e+00 +5.2189e-01 -1.7851e-02 +1.4000e+00 -2.4969e+00 -4.6882e+00 -2.5334e+00 -1.0881e+00 -5.7810e+00 +9.4277e-01 -4.6947e+00 +6.3586e+00
6728 +3.398546012e+00 +3.398546012e+00 +3.408546012e+00 +3.408546012e+00 +3.4249e+00 +1.2164e+00 -5.2071e-01 +8.6515e-02 +3.1253e+00 +8.3346e-01 +2.0894e+00 -4.2620e+00 +4.9886e+00 +5.2007e-01 -1.9187e-02 +1.3979e+00 -2.4995e+00 -4.6891e+00 -2.5327e+00 -1.0845e+00 -5.7806e+00 +9.4508e-01 -4.6993e+00 +6.3588e+00
6836 +3.237103190e+00 +3.237103190e+00 +3.247103190e+00 +3.247103190e+00 +3.4259e+00 +1.2187e+00 -5.1931e-01 +8.8869e-02 +3.1213e+00 +8.2646e-01 +2.0930e+00 -4.2617e+00 +4.9906e+00 +5.1736e-01 -1.8076e-02 +1.4021e+00 -2.4959e+00 -4.6885e+00 -2.5340e+00 -1.0904e+00 -5.7807e+00 +9.4447e-01 -4.7002e+00 +6.3581e+00
6927 +3.143971047e+00 +3.143971047e+00 +3.153971047e+00 +3.153971047e+00 +3.4263e+00 +1.2190e+00 -5.2022e-01 +9.0409e-02 +3.1200e+00 +8.2919e-01 +2.0933e+00 -4.2606e+00 +4.9890e+00 +5.1426e-01 -2.0019e-02 +1.4021e+00 -2.4941e+00 -4.6847e+00 -2.5365e+00 -1.0942e+00 -5.7827e+00 +9.4946e-01 -4.7029e+00 +6.3540e+00
6933 +3.062331304e+00 +3.062331304e+00 +3.072331304e+00 +3.072331304e+00 +3.4265e+00 +1.2175e+00 -5.1981e-01 +9.1224e-02 +3.1208e+00 +8.2973e-01 +2.0871e+00 -4.2616e+00 +4.9889e+00 +5.1704e-01 -2.0825e-02 +1.4036e+00 -2.4943e+00 -4.6860e+00 -2.5379e+00 -1.0954e+00 -5.7819e+00 +9.5077e-01 -4.7025e+00 +6.3536e+00
7028 +3.012246621e+00 +3.012246621e+00 +3.022246621e+00 +3.022246621e+00 +3.4288e+00 +1.2181e+00 -5.1853e-01 +8.8062e-02 +3.1222e+00 +8.3219e-01 +2.0903e+00 -4.2592e+00 +4.9871e+00 +5.1672e-01 -2.2226e-02 +1.4053e+00 -2.4951e+00 -4.6885e+00 -2.5414e+00 -1.0986e+00 -5.7839e+00 +9.5544e-01 -4.7035e+00 +6.3536e+00
7178 +2.945255059e+00 +2.945255059e+00 +2.955255059e+00 +2.955255059e+00 +3.4264e+00 +1.2199e+00 -5.1800e-01 +8.4643e-02 +3.1218e+00 +8.3213e-01 +2.0887e+00 -4.2599e+00 +4.9821e+00 +5.1947e-01 -2.1642e-02 +1.4051e+00 -2.4967e+00 -4.6874e+00 -2.5386e+00 -1.0947e+00 -5.7848e+00 +9.5741e-01 -4.7020e+00 +6.3562e+00
7376 +2.871838567e+00 +2.871838567e+00 +2.881838567e+00 +2.881838567e+00 +3.4267e+00 +1.2200e+00 -5.1856e-01 +8.6338e-02 +3.1215e+00 +8.3171e-01 +2.0889e+00 -4.2598e+00 +4.9839e+00 +5.1968e-01 -2.1041e-02 +1.4055e+00 -2.4960e+00 -4.6892e+00 -2.5399e+00 -1.0961e+00 -5.7836e+00 +9.5443e-01 -4.7023e+00 +6.3526e+00
8096 +2.816209990e+00 +2.816209990e+00 +2.826209990e+00 +2.826209990e+00 +3.4264e+00 +1.2199e+00 -5.1857e-01 +8.6255e-02 +3.1215e+00 +8.3171e-01 +2.0883e+00 -4.2600e+00 +4.9842e+00 +5.2080e-01 -2.2022e-02 +1.4061e+00 -2.4956e+00 -4.6885e+00 -2.5401e+00 -1.0973e+00 -5.7835e+00 +9.5311e-01 -4.7023e+00 +6.3519e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
