% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
111 +5.003202444e+01 +5.003202444e+01 +9.081202444e+01 +9.081202444e+01 +9.0612e-01 -2.4942e+00 -1.5150e+00 -1.7708e+00 -3.0785e+00 -1.5804e-01 -2.6350e+00 -2.1553e+00 -4.2674e-01 -4.3315e+00 +2.4114e+00 -6.9713e-01 -7.0181e-01 -1.2091e+00 -2.1940e+00 -1.6432e-01 +2.1351e+00 -3.1225e+00 -2.7766e+00 -1.0643e+00
112 +4.029510451e+01 +4.029510451e+01 +8.107510451e+01 +8.107510451e+01 +6.5221e-01 -3.5872e+00 -1.5648e+00 -1.5697e+00 -3.8706e+00 +7.1247e-02 -2.9762e+00 -2.3156e+00 -6.6078e-01 -4.4848e+00 +2.1442e+00 -5.6797e-01 -5.9504e-01 -3.1563e-01 -2.9445e+00 -5.0446e-01 +1.8828e+00 -2.0710e+00 -1.6901e+00 -1.7654e+00
132 +3.638419262e+01 +3.638419262e+01 +7.716419262e+01 +7.716419262e+01 -2.4877e-01 -3.5667e+00 -4.1454e-01 -2.0448e+00 -4.4660e+00 -1.4671e-01 -2.9678e+00 -1.0639e+00 -4.8913e-01 -4.9529e+00 +2.9333e+00 -6.1053e-01 -9.6041e-02 +3.5227e-01 -2.7565e+00 -2.4296e+00 +1.9091e+00 -2.8999e+00 -4.5148e-01 -2.2385e+00
157 +3.245918531e+01 +3.245918531e+01 +7.323918531e+01 +7.323918531e+01 +2.8933e-02 -3.5377e+00 -1.7595e+00 -2.9776e+00 -4.0942e+00 -4.2292e-01 -2.6076e+00 -1.3578e+00 -4.6061e-01 -4.7446e+00 +3.4725e+00 -1.7595e+00 +5.0333e-01 +4.3543e-01 -2.2117e+00 -2.9629e+00 +1.0992e+00 -3.7210e+00 -4.8547e-01 -1.7801e+00
163 +2.552660534e+01 +2.552660534e+01 +6.630660534e+01 +6.630660534e+01 +5.3275e-01 -2.9830e+00 -1.4245e+00 -2.1132e+00 -3.7786e+00 -5.4872e-01 -2.6457e+00 -2.0843e+00 -2.6294e-01 -5.4367e+00 +3.3217e+00 -1.3652e+00 +7.9678e-01 +4.5468e-01 -2.0318e+00 -3.2545e+00 +1.0401e+00 -2.9701e+00 -7.1988e-01 -1.3346e+00
172 +2.391998387e+01 +2.391998387e+01 +6.469998387e+01 +6.469998387e+01 +9.7982e-01 -3.3238e+00 -1.6587e+00 -2.1078e+00 -4.2515e+00 -5.3638e-02 -2.9052e+00 -2.7845e+00 -2.9389e-01 -5.3556e+00 +4.2167e+00 -1.3082e+00 +1.2028e+00 -7.2074e-02 -2.1522e+00 -4.0482e+00 +1.1904e+00 -3.3310e+00 -1.1856e+00 -1.7817e+00
188 +2.054467155e+01 +2.054467155e+01 +6.132467155e+01 +6.132467155e+01 +4.3577e-01 -4.0184e+00 -1.4255e+00 -2.6252e+00 -3.7997e+00 -1.2806e-01 -3.8858e+00 -3.2047e+00 -3.1514e-01 -4.4065e+00 +3.7126e+00 -8.1732e-01 +4.7678e-01 -6.8739e-01 -1.9904e+00 -3.4939e+00 +7.2680e-01 -3.4790e+00 -1.1498e+00 -1.4242e+00
195 +1.979686648e+01 +1.979686648e+01 +6.057686648e+01 +6.057686648e+01 +9.6720e-01 -3.7150e+00 -2.2245e+00 -2.4425e+00 -4.2879e+00 -4.2904e-01 -4.4970e+00 -3.2342e+00 +2.8532e-01 -4.0237e+00 +4.1281e+00 -7.9223e-01 +2.6473e-01 -6.6579e-01 -2.4875e+00 -4.2933e+00 -3.7617e-02 -3.4569e+00 -1.5442e-01 -2.0392e+00
208 +1.592467246e+01 +1.592467246e+01 +5.670467246e+01 +5.670467246e+01 +1.0613e+00 -3.4005e+00 -2.7091e+00 -1.5413e+00 -4.1431e+00 -1.7193e-01 -4.1437e+00 -3.2816e+00 +8.2454e-01 -3.2517e+00 +4.3204e+00 -1.3943e+00 -1.7826e-01 -1.2712e+00 -1.8120e+00 -2.9763e+00 +2.8970e-01 -2.8427e+00 +6.1151e-01 -1.0535e+00
216 +1.465623112e+01 +1.465623112e+01 +5.543623112e+01 +5.543623112e+01 +8.8463e-01 -3.3223e+00 -1.8825e+00 -1.6246e+00 -4.9047e+00 -2.0513e-01 -3.6463e+00 -3.2091e+00 +8.8774e-01 -3.4446e+00 +4.3185e+00 -2.1201e+00 -1.3065e-01 -7.8986e-01 -1.7670e+00 -3.0564e+00 +3.8331e-02 -2.4338e+00 +1.5330e-01 -1.0686e+00
217 +1.092589976e+01 +1.092589976e+01 +5.170589976e+01 +5.170589976e+01 +1.1986e+00 -2.7537e+00 -2.2410e+00 -1.7985e+00 -3.4630e+00 -3.2683e-01 -4.2444e+00 -3.4361e+00 +6.6542e-01 -3.6042e+00 +3.9443e+00 -1.7400e+00 -5.1901e-02 -1.6073e+00 -1.7675e+00 -3.3714e+00 +1.2476e+00 -2.1970e+00 +7.9292e-01 -1.1357e+00
282 +9.399857384e+00 +9.399857384e+00 +5.017985738e+01 +5.017985738e+01 +2.3312e+00 -2.2446e+00 -2.0395e+00 -2.1914e+00 -4.0118e+00 -6.4057e-02 -3.4335e+00 -4.2010e+00 +6.8352e-01 -3.7821e+00 +5.1418e+00 -1.7063e+00 -1.5073e+00 -1.0290e+00 -1.5944e+00 -4.2347e+00 +1.8502e-01 -1.9754e+00 -6.6945e-01 -2.7779e+00
357 +8.906386044e+00 +8.906386044e+00 +4.968638604e+01 +4.968638604e+01 +1.3530e+00 -2.7849e+00 -1.3268e+00 -1.6481e+00 -4.4683e+00 +5.2101e-01 -3.8993e+00 -3.8557e+00 -8.9936e-01 -4.7586e+00 +4.6047e+00 -1.5188e+00 -9.2818e-01 -4.3616e-01 -1.3351e+00 -3.4617e+00 +1.3715e+00 -1.9178e+00 +1.4646e-01 -2.7361e+00
366 +8.653971320e+00 +8.653971320e+00 +4.943397132e+01 +4.943397132e+01 +1.0417e+00 -2.7656e+00 -1.1567e+00 -1.1765e+00 -4.4399e+00 +6.5668e-01 -4.4822e+00 -3.9296e+00 -7.3134e-01 -4.6556e+00 +4.6209e+00 -1.5457e+00 -1.1673e+00 -2.2682e-01 -7.4804e-01 -3.5577e+00 +1.2206e+00 -1.4091e+00 -2.8342e-01 -2.6500e+00
371 +8.260729037e+00 +8.260729037e+00 +4.904072904e+01 +4.904072904e+01 +1.2367e+00 -2.4433e+00 -1.4654e+00 -1.6946e+00 -4.8971e+00 +7.8922e-01 -3.7575e+00 -3.4354e+00 -1.1022e+00 -4.4901e+00 +4.4577e+00 -1.3711e+00 -1.1672e+00 -6.9201e-01 -1.6040e+00 -3.5047e+00 +1.3291e+00 -1.6175e+00 +5.0608e-02 -2.6841e+00
379 +7.983356680e+00 +7.983356680e+00 +4.876335668e+01 +4.876335668e+01 +1.4042e+00 -3.1050e+00 -1.2533e+00 -1.8994e+00 -4.7414e+00 +6.2675e-01 -3.5957e+00 -2.7820e+00 -9.9487e-01 -4.1123e+00 +4.0157e+00 -1.4418e+00 -1.3936e+00 -8.9152e-01 -1.6986e+00 -3.4624e+00 +1.4488e+00 -2.1814e+00 -1.1646e-01 -2.7129e+00
386 +7.622984179e+00 +7.622984179e+00 +4.840298418e+01 +4.840298418e+01 +1.3873e+00 -2.9449e+00 -1.4688e+00 -1.8884e+00 -4.3149e+00 +5.8601e-01 -3.4337e+00 -2.7031e+00 -6.9518e-01 -3.9905e+00 +4.2273e+00 -1.4034e+00 -1.4935e+00 -7.0675e-01 -1.5450e+00 -3.4108e+00 +1.3270e+00 -2.2557e+00 -2.4617e-01 -1.8174e+00
392 +7.155056813e+00 +7.155056813e+00 +4.793505681e+01 +4.793505681e+01 +1.4348e+00 -2.9767e+00 -1.5677e+00 -2.0724e+00 -3.8424e+00 +3.7545e-01 -3.5495e+00 -3.2777e+00 -9.2391e-02 -4.0870e+00 +4.3002e+00 -1.0984e+00 -1.5081e+00 -1.1370e+00 -1.6319e+00 -3.3422e+00 +1.2043e+00 -2.1351e+00 +2.3814e-01 -1.8381e+00
435 +6.959687081e+00 +6.959687081e+00 +4.773968708e+01 +4.773968708e+01 +1.3452e+00 -2.5553e+00 -1.4017e+00 -1.7541e+00 -4.2672e+00 -2.0338e-01 -3.3406e+00 -3.5152e+00 -4.2824e-01 -3.6686e+00 +3.9466e+00 -9.2602e-01 -1.6497e+00 -1.1074e+00 -2.0443e+00 -3.4232e+00 +9.0441e-01 -1.6973e+00 -1.7149e-01 -2.0757e+00
448 +6.559995963e+00 +6.559995963e+00 +4.733999596e+01 +4.733999596e+01 +1.5152e+00 -2.8590e+00 -1.6577e+00 -1.5598e+00 -4.3488e+00 -1.5307e-01 -3.1129e+00 -3.6636e+00 -4.0974e-01 -3.9916e+00 +3.8853e+00 -1.0866e+00 -1.8230e+00 -1.3456e+00 -1.9815e+00 -3.5244e+00 +7.9704e-01 -1.5942e+00 +1.4145e-01 -2.4400e+00
452 +4.685000441e+00 +4.685000441e+00 +4.546500044e+01 +4.546500044e+01 +1.6069e+00 -2.7835e+00 -1.7741e+00 -1.5026e+00 -4.3008e+00 +2.4925e-02 -3.4047e+00 -3.4999e+00 -4.9264e-01 -4.0356e+00 +3.9370e+00 -1.2960e+00 -1.9594e+00 -1.3866e+00 -1.7432e+00 -3.4893e+00 +6.6494e-01 -1.5358e+00 -1.1794e-01 -2.1981e+00
468 +4.529391340e+00 +4.529391340e+00 +4.530939134e+01 +4.530939134e+01 +1.7437e+00 -2.7373e+00 -1.8720e+00 -1.2054e+00 -4.0554e+00 -6.9546e-02 -3.5957e+00 -3.5043e+00 -6.4581e-01 -4.1108e+00 +4.0840e+00 -1.4969e+00 -1.5815e+00 -1.4926e+00 -1.6713e+00 -3.3259e+00 +7.1204e-01 -1.6341e+00 +1.7914e-01 -2.2608e+00
499 +4.458449349e+00 +4.458449349e+00 +4.523844935e+01 +4.523844935e+01 +1.7668e+00 -2.5764e+00 -2.0711e+00 -1.3279e+00 -4.1388e+00 -3.5763e-01 -3.6623e+00 -3.5304e+00 -4.4461e-01 -4.1175e+00 +3.9636e+00 -1.6797e+00 -1.2496e+00 -1.5633e+00 -1.8905e+00 -3.6286e+00 +3.8849e-01 -1.4924e+00 +2.4328e-01 -2.4603e+00
518 +4.197908947e+00 +4.197908947e+00 +4.497790895e+01 +4.497790895e+01 +1.9434e+00 -2.4041e+00 -1.9899e+00 -1.5479e+00 -3.9423e+00 -2.9012e-01 -3.8507e+00 -3.3651e+00 -3.3200e-01 -4.2313e+00 +3.9384e+00 -1.7281e+00 -1.5441e+00 -1.6895e+00 -1.5716e+00 -3.6236e+00 +4.2451e-01 -1.6765e+00 +2.6149e-01 -2.6696e+00
524 +4.014573913e+00 +4.014573913e+00 +4.479457391e+01 +4.479457391e+01 +1.9822e+00 -2.2580e+00 -2.0895e+00 -1.4476e+00 -4.1762e+00 -1.8680e-01 -3.8125e+00 -3.4767e+00 -6.0720e-01 -4.1449e+00 +3.8565e+00 -1.7061e+00 -1.6157e+00 -1.5997e+00 -1.4750e+00 -3.9721e+00 +6.4571e-01 -1.4860e+00 +3.7962e-01 -2.7967e+00
539 +3.703088587e+00 +3.703088587e+00 +4.448308859e+01 +4.448308859e+01 +1.8404e+00 -2.2674e+00 -1.9282e+00 -1.5864e+00 -4.2138e+00 -3.1774e-01 -3.6191e+00 -3.3371e+00 -5.4670e-01 -4.1416e+00 +3.7197e+00 -1.5187e+00 -1.7821e+00 -1.4167e+00 -1.4180e+00 -3.8064e+00 +7.7312e-01 -1.5934e+00 -3.0066e-02 -2.7180e+00
548 +3.615352138e+00 +3.615352138e+00 +4.439535214e+01 +4.439535214e+01 +1.7493e+00 -2.2489e+00 -2.0295e+00 -1.5496e+00 -4.1561e+00 -2.5900e-01 -3.6133e+00 -3.3038e+00 -5.0318e-01 -4.1822e+00 +3.7852e+00 -1.4346e+00 -1.8152e+00 -1.4550e+00 -1.4086e+00 -3.8268e+00 +6.9659e-01 -1.5037e+00 -1.5160e-02 -2.6638e+00
562 +3.401878927e+00 +3.401878927e+00 +4.418187893e+01 +4.418187893e+01 +1.6068e+00 -2.2254e+00 -2.0115e+00 -1.5135e+00 -4.1600e+00 -4.0437e-01 -3.8393e+00 -3.2116e+00 -5.2024e-01 -4.2768e+00 +3.6980e+00 -1.3268e+00 -1.6566e+00 -1.4192e+00 -1.4629e+00 -3.9608e+00 +7.4407e-01 -1.4592e+00 -1.3287e-01 -2.4083e+00
602 +3.380613458e+00 +3.380613458e+00 +4.416061346e+01 +4.416061346e+01 +1.8549e+00 -2.5244e+00 -2.1914e+00 -1.3448e+00 -4.2816e+00 -1.5893e-01 -4.2128e+00 -3.4614e+00 -9.7295e-01 -4.4651e+00 +3.6374e+00 -1.4191e+00 -1.5850e+00 -1.5705e+00 -1.6038e+00 -3.9395e+00 +4.8390e-01 -1.4912e+00 -1.5850e-02 -2.4461e+00
607 +3.204541182e+00 +3.204541182e+00 +4.398454118e+01 +4.398454118e+01 +1.8740e+00 -2.6442e+00 -2.1438e+00 -1.5626e+00 -4.2431e+00 -1.9858e-01 -4.0242e+00 -3.4617e+00 -7.4288e-01 -4.3240e+00 +3.7704e+00 -1.4246e+00 -1.5366e+00 -1.4775e+00 -1.5170e+00 -3.7476e+00 +4.7372e-01 -1.5023e+00 -3.0957e-02 -2.4722e+00
640 +3.104453091e+00 +3.104453091e+00 +4.388445309e+01 +4.388445309e+01 +1.6669e+00 -2.4646e+00 -2.0180e+00 -1.4994e+00 -4.2074e+00 -3.7514e-01 -3.9933e+00 -3.2112e+00 -5.8031e-01 -4.0758e+00 +3.7349e+00 -1.4166e+00 -1.5424e+00 -1.4823e+00 -1.1817e+00 -3.7670e+00 +7.6489e-01 -1.4484e+00 -5.9178e-02 -2.4024e+00
644 +3.010766037e+00 +3.010766037e+00 +4.379076604e+01 +4.379076604e+01 +1.7273e+00 -2.4791e+00 -2.0706e+00 -1.4493e+00 -4.2386e+00 -4.3687e-01 -4.0349e+00 -3.1516e+00 -6.5736e-01 -3.9355e+00 +3.8000e+00 -1.3875e+00 -1.6811e+00 -1.6256e+00 -1.2799e+00 -3.8378e+00 +7.0372e-01 -1.4263e+00 -1.5108e-01 -2.3522e+00
657 +2.900649312e+00 +2.900649312e+00 +4.368064931e+01 +4.368064931e+01 +1.5695e+00 -2.5184e+00 -1.9656e+00 -1.4360e+00 -4.3253e+00 -4.9199e-01 -4.1388e+00 -3.2054e+00 -7.9945e-01 -4.0903e+00 +3.7942e+00 -1.4321e+00 -1.6919e+00 -1.6373e+00 -1.4899e+00 -3.9065e+00 +7.5252e-01 -1.3435e+00 -1.5649e-01 -2.3574e+00
664 +2.883221008e+00 +2.883221008e+00 +4.366322101e+01 +4.366322101e+01 +1.6870e+00 -2.6405e+00 -2.0522e+00 -1.3623e+00 -4.0286e+00 -4.2967e-01 -4.1354e+00 -3.1619e+00 -8.0624e-01 -4.0245e+00 +3.7221e+00 -1.4154e+00 -1.7296e+00 -1.4732e+00 -1.3535e+00 -3.8722e+00 +8.2027e-01 -1.4590e+00 -2.9717e-01 -2.4198e+00
689 +2.816012380e+00 +2.816012380e+00 +4.359601238e+01 +4.359601238e+01 +1.7325e+00 -2.6835e+00 -2.0889e+00 -1.3213e+00 -4.1341e+00 -4.4177e-01 -4.2833e+00 -3.3122e+00 -8.1758e-01 -3.8914e+00 +3.8210e+00 -1.3765e+00 -1.5945e+00 -1.5282e+00 -1.3003e+00 -4.0273e+00 +7.4053e-01 -1.5176e+00 -4.1192e-01 -2.4806e+00
714 +2.711134269e+00 +2.711134269e+00 +4.349113427e+01 +4.349113427e+01 +1.6048e+00 -2.4660e+00 -2.1472e+00 -1.2636e+00 -4.2825e+00 -5.2030e-01 -4.3206e+00 -3.2852e+00 -7.4104e-01 -3.8889e+00 +3.9427e+00 -1.3734e+00 -1.7522e+00 -1.4767e+00 -1.3617e+00 -4.0754e+00 +6.8770e-01 -1.3640e+00 -3.9545e-01 -2.4581e+00
722 +2.688790878e+00 +2.688790878e+00 +4.346879088e+01 +4.346879088e+01 +1.5243e+00 -2.4950e+00 -2.1251e+00 -1.2989e+00 -4.3213e+00 -5.5928e-01 -4.1812e+00 -3.2394e+00 -7.1437e-01 -4.0256e+00 +3.9203e+00 -1.4029e+00 -1.8276e+00 -1.4679e+00 -1.3293e+00 -3.9172e+00 +6.9196e-01 -1.4105e+00 -2.8215e-01 -2.4637e+00
750 +2.607189841e+00 +2.607189841e+00 +4.338718984e+01 +4.338718984e+01 +1.5580e+00 -2.6124e+00 -2.0555e+00 -1.3573e+00 -4.4127e+00 -5.2640e-01 -4.1205e+00 -3.2541e+00 -6.6869e-01 -4.0571e+00 +4.0196e+00 -1.4637e+00 -1.7602e+00 -1.4070e+00 -1.3280e+00 -3.9126e+00 +7.1682e-01 -1.5080e+00 -4.1919e-01 -2.4826e+00
842 +2.568012936e+00 +2.568012936e+00 +4.334801294e+01 +4.334801294e+01 +1.5259e+00 -2.6650e+00 -2.1394e+00 -1.4242e+00 -4.3570e+00 -4.6899e-01 -4.2190e+00 -3.2411e+00 -6.9167e-01 -4.0887e+00 +4.0945e+00 -1.4845e+00 -1.8138e+00 -1.5079e+00 -1.3920e+00 -3.9628e+00 +5.3864e-01 -1.5193e+00 -3.8842e-01 -2.5769e+00
935 +2.511494016e+00 +2.511494016e+00 +4.329149402e+01 +4.329149402e+01 +1.5606e+00 -2.6167e+00 -2.1768e+00 -1.4649e+00 -4.2537e+00 -4.1318e-01 -4.2188e+00 -3.3006e+00 -8.0156e-01 -3.9887e+00 +4.1546e+00 -1.4900e+00 -1.6924e+00 -1.4488e+00 -1.4064e+00 -3.9322e+00 +6.4809e-01 -1.4295e+00 -5.2016e-01 -2.5382e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.948683589e+01 +7.948683589e+01 +7.788683589e+01 +7.788683589e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.837831172e+01 +7.837831172e+01 +7.677831172e+01 +7.677831172e+01 +1.2471e+00 +1.4466e+00 -9.6979e-01 -4.3752e-01 +5.4158e-01 +1.4244e-01 -5.3043e-01 -1.5026e+00 +4.9479e-01 -1.6958e+00 -1.8310e-01 -2.6290e+00 +3.4975e-01 +6.5716e-01 +9.7512e-02 -1.0500e+00 -1.1687e-01 +8.8246e-01 -1.5036e-01 -1.0693e+00
12 +7.658440650e+01 +7.658440650e+01 +7.498440650e+01 +7.498440650e+01 +2.3613e+00 +3.0587e+00 -3.2311e+00 -5.7389e-01 +7.2517e-01 -7.1235e-01 +2.3387e-01 -2.2301e+00 +1.5755e-01 -2.0571e+00 -2.4819e-03 -2.4390e+00 -3.2238e-01 +1.7719e+00 +5.3942e-01 -1.5707e+00 +1.7793e-01 +4.5326e-01 -5.3118e-01 -2.4881e-01
36 +7.469920427e+01 +7.469920427e+01 +7.309920427e+01 +7.309920427e+01 +2.6206e+00 +2.0700e+00 -1.5397e+00 -5.8578e-01 +2.1371e+00 -6.2599e-01 +2.1025e+00 +7.7534e-01 +5.4958e-01 -1.3857e+00 -6.4520e-01 -2.3593e-01 -1.3891e-01 +1.7024e+00 +1.7767e+00 -3.1803e+00 -7.4937e-01 -1.4563e+00 +1.4686e+00 -9.5041e-01
74 +7.331207711e+01 +7.331207711e+01 +7.171207711e+01 +7.171207711e+01 +1.4245e+00 +2.5803e+00 +4.8547e-01 -9.3333e-03 +1.1003e+00 -4.7033e-01 +1.7481e+00 -3.4736e-01 +4.5996e-01 -7.6308e-01 -8.0656e-01 +5.5202e-01 -2.5628e+00 +2.6133e+00 +1.5283e+00 -1.6675e+00 -2.4488e-01 -2.0907e+00 -1.3538e-01 -4.7376e-01
108 +7.239100757e+01 +7.239100757e+01 +7.079100757e+01 +7.079100757e+01 +1.1149e+00 +2.1528e+00 -8.2269e-01 -1.6405e+00 +2.7486e+00 -1.1540e+00 +2.4684e+00 -1.2730e+00 +2.2333e-02 +6.6497e-02 +6.9864e-02 -1.2991e+00 -1.8875e+00 +3.4586e+00 -8.5043e-01 -1.7412e+00 +1.6208e-01 -2.2528e+00 +4.4194e-01 +3.3061e-01
122 +6.895168761e+01 +6.895168761e+01 +6.735168761e+01 +6.735168761e+01 +2.2776e-01 +1.1195e+00 -1.3536e+00 -1.5236e+00 +1.3462e+00 +6.7578e-01 +1.9218e+00 -5.9890e-01 +7.7959e-01 +2.6099e-01 +6.4206e-02 +3.5577e-01 -1.3107e+00 +2.6014e+00 -5.0149e-01 -1.4800e+00 +5.2744e-01 -2.0920e+00 +2.6197e-01 -1.0584e+00
132 +6.414474255e+01 +6.414474255e+01 +6.254474255e+01 +6.254474255e+01 +1.8431e+00 +2.9521e+00 +7.1875e-02 -2.0359e+00 +2.1804e+00 +1.0697e+00 +3.0470e+00 -8.2483e-01 +1.8203e-01 +2.1332e-01 -3.7477e-01 -9.3433e-01 -2.0848e+00 +3.0249e+00 -7.1051e-01 -2.1552e+00 +8.1829e-01 -1.0895e+00 +1.0406e-01 -9.2308e-01
144 +6.247129951e+01 +6.247129951e+01 +6.087129951e+01 +6.087129951e+01 +1.8192e+00 +2.2146e+00 +6.2895e-02 -2.4525e+00 +1.8014e+00 -4.9125e-01 +2.1436e+00 -1.1078e+00 +1.1889e-01 -1.5007e-01 -6.9614e-01 +8.9662e-02 -1.9651e+00 +2.0357e+00 -6.5527e-01 -1.8071e+00 +1.9434e-01 -1.1217e+00 -1.4071e-01 -6.3097e-01
150 +5.947793108e+01 +5.947793108e+01 +5.787793108e+01 +5.787793108e+01 +1.3430e+00 +3.5172e+00 +2.5664e-01 -2.2769e+00 +2.1575e+00 +2.7533e+00 +2.5191e+00 -1.4037e+00 -1.5910e-01 -4.3114e-01 -7.3385e-01 -5.8168e-01 -2.3666e+00 +2.8093e+00 -6.1972e-01 -2.7645e+00 +6.3146e-01 -7.5419e-01 +5.2336e-01 -1.3453e+00
155 +4.880438613e+01 +4.880438613e+01 +4.720438613e+01 +4.720438613e+01 +1.8395e+00 +2.5310e+00 -8.6781e-03 -2.2870e+00 +2.6239e+00 +3.4129e+00 +2.6686e+00 -1.5413e+00 -1.9792e-01 -4.5644e-01 -9.9477e-01 -1.8220e-01 -1.9737e+00 +2.5137e+00 -1.0267e+00 -2.1966e+00 +5.2740e-01 -7.7072e-01 -3.3278e-01 -1.4614e+00
173 +4.106067592e+01 +4.106067592e+01 +3.946067592e+01 +3.946067592e+01 +2.1545e+00 +2.7924e+00 -6.2246e-01 -2.1913e+00 +3.2408e+00 +2.4226e+00 +2.1723e+00 -1.8242e+00 +1.4135e+00 +5.0260e-02 -1.9136e+00 +6.9226e-02 -1.4810e+00 +2.6066e+00 -1.2068e+00 -2.4798e+00 -5.4802e-01 -2.7214e-01 +2.2758e-01 -3.7196e-01
